,Year,Make,Model,Overall,Quality_And_Reliability,Driving_Experience,Resale
182,2019,GENESIS,G80,84,83,82,76
183,2019,GMC,ACADIA,79,80,78,76
184,2019,GMC,CANYON CREW CAB,74,73,69,85
185,2019,GMC,SIERRA 1500 DOUBLE CAB,84,77,82,94
186,2019,GMC,SIERRA 1500 LIMITED DOUBLE CAB,84,77,82,94
187,2019,GMC,SIERRA 2500 HD CREW CAB,84,80,76,95
188,2019,GMC,SIERRA 3500 HD REGULAR CAB,84,80,76,95
189,2019,GMC,TERRAIN,79,77,86,81
190,2019,GMC,YUKON,83,79,78,88
191,2019,GMC,YUKON XL,83,79,78,88
192,2019,HONDA,ACCORD HYBRID,81,84,83,86
193,2019,HONDA,ACCORD,81,84,83,86
194,2019,HONDA,CR-V,79,86,80,87
195,2019,HONDA,CIVIC TYPE R,78,82,83,85
196,2019,HONDA,FIT,71,78,75,86
197,2019,HONDA,HR-V,69,75,77,80
198,2019,HONDA,INSIGHT,74,78,79,74
199,2019,HONDA,ODYSSEY,77,77,82,82
200,2019,HONDA,PASSPORT,84,85,88,74
201,2019,HONDA,PILOT,79,84,82,77
202,2019,HONDA,RIDGELINE,78,81,79,87
203,2019,HYUNDAI,ACCENT,73,83,80,72
204,2019,HYUNDAI,ELANTRA,77,84,81,80
205,2019,HYUNDAI,ELANTRA GT,77,84,81,80
206,2019,HYUNDAI,IONIQ ELECTRIC,71,78,72,77
207,2019,HYUNDAI,IONIQ HYBRID,71,78,72,77
208,2019,HYUNDAI,IONIQ PLUG-IN HYBRID,71,78,72,77
209,2019,HYUNDAI,SANTA FE,80,85,81,82
210,2019,HYUNDAI,SANTA FE XL,80,85,81,82
211,2019,HYUNDAI,SONATA,78,82,77,83
212,2019,HYUNDAI,SONATA HYBRID,78,82,77,83
213,2019,HYUNDAI,SONATA PLUG-IN HYBRID,78,82,77,83
214,2019,HYUNDAI,TUCSON,78,85,85,79
215,2019,HYUNDAI,VELOSTER,74,76,81,76
216,2019,INFINITI,Q50,81,77,69,77
217,2019,INFINITI,QX50,80,72,73,75
218,2019,INFINITI,QX60,84,80,69,83
219,2019,INFINITI,QX80,85,76,73,80
220,2019,JAGUAR,F-PACE,75,70,77,75
221,2019,JAGUAR,I-PACE,79,67,90,73
222,2019,JEEP,CHEROKEE,74,75,83,86
223,2019,JEEP,COMPASS,69,72,82,80
224,2019,JEEP,GRAND CHEROKEE,79,80,85,84
225,2019,JEEP,WRANGLER,70,65,82,88
226,2019,JEEP,WRANGLER UNLIMITED,70,65,82,88
227,2019,KIA,FORTE,80,85,86,79
228,2019,KIA,NIRO,69,76,76,78
229,2019,KIA,OPTIMA,80,83,81,83
230,2019,KIA,OPTIMA HYBRID,80,83,81,83
231,2019,KIA,OPTIMA PLUG-IN HYBRID,80,83,81,83
232,2019,KIA,SEDONA,74,82,71,76
233,2019,KIA,SORENTO,77,82,77,79
234,2019,KIA,SOUL,79,86,81,88
235,2019,KIA,SOUL EV,79,86,81,88
236,2019,KIA,SPORTAGE,79,87,88,79
237,2019,KIA,STINGER,81,82,86,74
238,2019,LAND ROVER,DISCOVERY SPORT,65,60,69,72
239,2019,LAND ROVER,RANGE ROVER,76,68,83,76
240,2019,LAND ROVER,RANGE ROVER SPORT,72,62,81,77
241,2019,LAND ROVER,RANGE ROVER VELAR,65,53,79,73
242,2019,LEXUS,ES,88,87,79,79
243,2019,LEXUS,GS,91,89,80,79
244,2019,LEXUS,GX,86,84,69,83
245,2019,LEXUS,IS,88,84,79,83
246,2019,LEXUS,NX,88,88,77,77
247,2019,LEXUS,RX,92,89,82,81
248,2019,LEXUS,UX,88,88,77,86
249,2019,LINCOLN,MKC,86,85,79,75
250,2019,LINCOLN,MKZ,85,84,78,75
251,2019,LINCOLN,NAUTILUS,89,83,80,82
252,2019,LINCOLN,NAVIGATOR,91,82,89,81
253,2019,LINCOLN,NAVIGATOR L,91,82,89,81
254,2019,MAZDA,CX-3,69,79,74,80
255,2019,MAZDA,CX-5,78,82,85,83
256,2019,MAZDA,CX-9,80,85,84,74
257,2019,MAZDA,MX-5 MIATA,67,74,67,76
258,2019,MAZDA,MX-5 MIATA RF,67,74,67,76
259,2019,MERCEDES-BENZ,C-CLASS,89,82,89,86
260,2019,MERCEDES-BENZ,CLA,85,81,79,85
261,2019,MERCEDES-BENZ,E-CLASS,86,78,82,74
262,2019,MERCEDES-BENZ,GLA,81,79,78,75
263,2019,MERCEDES-BENZ,GLC,84,83,76,73
264,2019,MERCEDES-BENZ,GLE,88,83,82,77
265,2019,MERCEDES-BENZ,GLS,86,81,71,78
266,2019,MERCEDES-BENZ,S-CLASS,87,81,80,71
267,2019,MINI,CONVERTIBLE,80,83,83,67
268,2019,MINI,COUNTRYMAN,85,82,94,91
269,2019,MINI,HARDTOP 2 DOOR,80,83,83,67
270,2019,MINI,HARDTOP 4 DOOR,80,83,83,67
271,2019,MITSUBISHI,MIRAGE,63,67,69,71
272,2019,MITSUBISHI,MIRAGE G4,63,67,69,71
273,2019,MITSUBISHI,OUTLANDER,75,76,80,80
274,2019,MITSUBISHI,OUTLANDER PHEV,75,76,80,80
275,2019,MITSUBISHI,OUTLANDER SPORT,73,80,76,80
276,2019,NISSAN,ALTIMA,81,83,83,81
277,2019,NISSAN,ARMADA,83,82,85,78
278,2019,NISSAN,FRONTIER CREW CAB,73,81,63,87
279,2019,NISSAN,KICKS,77,82,84,79
280,2019,NISSAN,LEAF,71,80,69,71
281,2019,NISSAN,MAXIMA,86,85,92,75
282,2019,NISSAN,MURANO,83,85,87,75
283,2019,NISSAN,PATHFINDER,79,83,79,79
284,2019,NISSAN,ROGUE,80,84,82,82
285,2019,NISSAN,ROGUE SPORT,78,85,84,78
286,2019,NISSAN,SENTRA,77,83,79,81
287,2019,NISSAN,TITAN SINGLE CAB,86,88,80,89
288,2019,NISSAN,TITAN XD SINGLE CAB,86,88,80,89
289,2019,NISSAN,VERSA NOTE,73,81,78,75
290,2019,PORSCHE,911,95,92,85,78
291,2019,PORSCHE,718 BOXSTER,93,89,82,90
292,2019,PORSCHE,718 CAYMAN,93,89,82,90
293,2019,PORSCHE,CAYENNE,90,79,87,77
294,2019,SUBARU,ASCENT,78,74,82,81
295,2019,SUBARU,CROSSTREK,75,77,84,78
296,2019,SUBARU,FORESTER,77,77,84,83
297,2019,SUBARU,IMPREZA,69,74,69,80
298,2019,SUBARU,LEGACY,79,81,80,81
299,2019,SUBARU,OUTBACK,78,81,78,80
300,2019,SUBARU,WRX,75,72,86,79
301,2019,TOYOTA,4RUNNER,83,85,81,90
302,2019,TOYOTA,AVALON,86,88,82,82
303,2019,TOYOTA,C-HR,79,82,88,81
304,2019,TOYOTA,CAMRY,85,88,82,86
305,2019,TOYOTA,COROLLA,83,91,79,90
306,2019,TOYOTA,COROLLA HATCHBACK,83,91,79,90
307,2019,TOYOTA,HIGHLANDER,82,85,80,83
308,2019,TOYOTA,PRIUS,76,81,75,86
309,2019,TOYOTA,PRIUS PRIME,76,81,75,86
310,2019,TOYOTA,RAV4,79,80,82,88
311,2019,TOYOTA,SEQUOIA,84,88,76,82
312,2019,TOYOTA,SIENNA,79,81,76,85
313,2019,TOYOTA,TACOMA DOUBLE CAB,78,84,70,89
314,2019,TOYOTA,YARIS,78,84,82,80
315,2019,VOLKSWAGEN,ATLAS,77,76,84,72
316,2019,VOLKSWAGEN,GOLF,79,81,88,78
317,2019,VOLKSWAGEN,GOLF ALLTRACK,79,81,88,78
318,2019,VOLKSWAGEN,GOLF GTI,79,81,88,78
319,2019,VOLKSWAGEN,GOLF R,79,81,88,78
320,2019,VOLKSWAGEN,GOLF SPORTWAGEN,79,81,88,78
321,2019,VOLKSWAGEN,JETTA,75,72,85,81
322,2019,VOLKSWAGEN,JETTA III,75,72,85,81
323,2019,VOLKSWAGEN,PASSAT,79,81,82,76
324,2019,VOLKSWAGEN,TIGUAN,78,81,85,79
325,2019,VOLVO,S60,79,70,87,75
326,2019,VOLVO,XC40,83,77,90,74
327,2019,VOLVO,XC60,82,76,88,78
328,2019,VOLVO,XC90,80,75,79,78
329,2018,ACURA,ILX,79,83,70,77
330,2018,ACURA,MDX,78,74,67,78
331,2018,ACURA,RDX,81,81,69,77
332,2018,ACURA,TLX,82,82,75,74
333,2018,AUDI,A3 SPORTBACK E-TRON,81,78,82,75
334,2018,AUDI,A4,83,81,79,72
335,2018,AUDI,A4 ALLROAD,83,81,79,72
336,2018,AUDI,A5 SPORT,84,81,83,74
337,2018,AUDI,A6,81,76,75,73
338,2018,AUDI,Q3,77,77,72,74
339,2018,AUDI,Q5,84,80,84,75
340,2018,AUDI,Q7,83,76,79,77
341,2018,BMW,2 SERIES,85,85,80,90
342,2018,BMW,3 SERIES,83,85,80,72
343,2018,BMW,4 SERIES,86,89,80,76
344,2018,BMW,5 SERIES,86,86,81,71
345,2018,BMW,7 SERIES,90,90,87,66
346,2018,BMW,X1,80,81,78,72
347,2018,BMW,X3,87,85,93,73
348,2018,BMW,X5,84,81,80,74
349,2018,BMW,X5 M,84,81,80,74
350,2018,BMW,X6,87,88,81,76
351,2018,BMW,X6 M,87,88,81,76
352,2018,BUICK,ENCLAVE,85,85,85,76
353,2018,BUICK,ENCORE,80,85,82,81
354,2018,BUICK,ENVISION,84,93,82,75
355,2018,CADILLAC,CT6,82,73,80,69
356,2018,CADILLAC,CTS,83,71,81,75
357,2018,CADILLAC,CTS-V,83,71,81,75
358,2018,CADILLAC,ESCALADE,89,81,79,79
359,2018,CADILLAC,ESCALADE ESV,89,81,79,79
360,2018,CADILLAC,XT5,83,80,72,75
361,2018,CHEVROLET,BOLT EV,73,80,74,75
362,2018,CHEVROLET,CAMARO,82,81,82,81
363,2018,CHEVROLET,COLORADO REGULAR CAB,77,79,70,85
364,2018,CHEVROLET,CORVETTE,85,83,74,91
365,2018,CHEVROLET,CRUZE,82,87,82,83
366,2018,CHEVROLET,EQUINOX,82,84,84,81
367,2018,CHEVROLET,IMPALA,83,85,75,80
368,2018,CHEVROLET,MALIBU,81,82,77,82
369,2018,CHEVROLET,SILVERADO 1500 EXTENDED CAB,87,86,78,95
370,2018,CHEVROLET,SILVERADO 2500 HD CREW CAB,87,87,76,95
371,2018,CHEVROLET,SILVERADO 3500 HD DOUBLE CAB,87,87,76,95
372,2018,CHEVROLET,SONIC,75,78,82,76
373,2018,CHEVROLET,SUBURBAN,83,78,81,86
374,2018,CHEVROLET,TAHOE,85,82,78,91
375,2018,CHEVROLET,TRAVERSE,85,84,88,79
376,2018,CHEVROLET,TRAX,76,82,79,81
377,2018,CHEVROLET,VOLT,70,72,69,75
378,2018,CHRYSLER,300,80,82,80,80
379,2018,CHRYSLER,PACIFICA,70,69,77,72
380,2018,DODGE,CHALLENGER,79,75,85,93
381,2018,DODGE,CHARGER,79,76,86,83
382,2018,DODGE,DURANGO,76,72,83,87
383,2018,DODGE,GRAND CARAVAN PASSENGER,66,73,63,77
384,2018,DODGE,JOURNEY,64,67,65,74
385,2018,FIAT,124 SPIDER,65,75,75,76
386,2018,FORD,C-MAX HYBRID,73,74,81,76
387,2018,FORD,ECOSPORT,71,74,80,79
388,2018,FORD,EDGE,78,79,80,83
389,2018,FORD,ESCAPE,77,80,82,82
390,2018,FORD,EXPEDITION,85,79,95,83
391,2018,FORD,EXPEDITION MAX,85,79,95,83
392,2018,FORD,EXPLORER,79,80,81,82
393,2018,FORD,F150 (HERITAGE) SUPER CAB,81,79,77,94
394,2018,FORD,FLEX,75,76,77,78
395,2018,FORD,FOCUS,71,74,76,76
396,2018,FORD,FUSION,78,79,81,81
397,2018,FORD,MUSTANG,80,80,85,81
398,2018,FORD,F250 CREW CAB,83,82,79,94
399,2018,FORD,F350 SUPER CAB,83,82,79,94
400,2018,FORD,ECONOLINE E250 CARGO,83,82,79,94
401,2018,FORD,TAURUS,79,83,75,76
402,2018,GENESIS,G80,85,84,86,76
403,2018,GENESIS,G90,88,86,89,70
404,2018,GMC,ACADIA,78,77,80,76
405,2018,GMC,CANYON CREW CAB,76,76,71,85
406,2018,GMC,SIERRA 1500 DOUBLE CAB,84,80,79,94
407,2018,GMC,SIERRA 2500 HD CREW CAB,84,78,79,95
408,2018,GMC,SIERRA 3500 HD REGULAR CAB,84,78,79,95
409,2018,GMC,TERRAIN,74,71,80,81
410,2018,GMC,YUKON,85,80,85,88
411,2018,HONDA,ACCORD HYBRID,82,81,89,86
412,2018,HONDA,ACCORD,82,81,89,86
413,2018,HONDA,CR-V,80,86,83,87
414,2018,HONDA,CIVIC TYPE R,77,80,82,85
415,2018,HONDA,CLARITY ELECTRIC,71,73,72,79
416,2018,HONDA,CLARITY PLUG-IN HYBRID,71,73,72,79
417,2018,HONDA,FIT,69,77,72,86
418,2018,HONDA,HR-V,68,74,74,80
419,2018,HONDA,ODYSSEY,74,73,77,82
420,2018,HONDA,PILOT,77,83,77,77
421,2018,HONDA,RIDGELINE,79,81,81,86
422,2018,HYUNDAI,ELANTRA,76,84,77,80
423,2018,HYUNDAI,ELANTRA GT,76,84,77,80
424,2018,HYUNDAI,IONIQ ELECTRIC,69,74,72,77
425,2018,HYUNDAI,IONIQ HYBRID,69,74,72,77
426,2018,HYUNDAI,IONIQ PLUG-IN HYBRID,69,74,72,77
427,2018,HYUNDAI,SANTA FE,79,83,78,85
428,2018,HYUNDAI,SANTA FE SPORT,79,83,78,85
429,2018,HYUNDAI,SONATA,77,81,75,83
430,2018,HYUNDAI,SONATA HYBRID,77,81,75,83
431,2018,HYUNDAI,TUCSON,78,86,86,79
432,2018,INFINITI,Q50,85,82,77,77
433,2018,INFINITI,Q60,85,84,76,72
434,2018,INFINITI,QX30,72,62,71,74
435,2018,INFINITI,QX60,85,79,72,83
436,2018,JAGUAR,F-PACE,72,67,68,75
437,2018,JEEP,CHEROKEE,75,79,81,86
438,2018,JEEP,COMPASS,70,73,83,79
439,2018,JEEP,GRAND CHEROKEE,76,75,83,84
440,2018,KIA,FORTE,75,84,75,79
441,2018,KIA,FORTE5,75,84,75,79
442,2018,KIA,NIRO,72,78,81,78
443,2018,KIA,NIRO PLUG-IN HYBRID,72,78,81,78
444,2018,KIA,OPTIMA,80,85,80,81
445,2018,KIA,OPTIMA HYBRID,80,85,80,81
446,2018,KIA,OPTIMA PLUG-IN HYBRID,80,85,80,81
447,2018,KIA,SEDONA,72,77,72,76
448,2018,KIA,SORENTO,80,85,82,78
449,2018,KIA,SOUL,79,84,82,88
450,2018,KIA,SOUL EV,79,84,82,88
451,2018,KIA,SPORTAGE,78,84,87,79
452,2018,KIA,STINGER,81,79,90,74
453,2018,LAND ROVER,RANGE ROVER VELAR,65,51,82,73
454,2018,LEXUS,ES,89,90,76,79
455,2018,LEXUS,GX,88,86,72,83
456,2018,LEXUS,IS,90,88,79,83
457,2018,LEXUS,NX,87,88,75,77
458,2018,LEXUS,RX,93,91,83,81
459,2018,LINCOLN,CONTINENTAL,90,88,86,72
460,2018,LINCOLN,MKC,87,87,79,75
461,2018,LINCOLN,MKX,87,84,77,80
462,2018,LINCOLN,MKZ,83,82,73,75
463,2018,LINCOLN,NAVIGATOR,93,82,94,81
464,2018,LINCOLN,NAVIGATOR L,93,82,94,81
465,2018,MAZDA,CX-3,69,76,75,78
466,2018,MAZDA,CX-5,77,82,81,83
467,2018,MAZDA,CX-9,77,82,79,74
468,2018,MERCEDES-BENZ,C-CLASS,89,85,84,86
469,2018,MERCEDES-BENZ,CLA,85,83,80,85
470,2018,MERCEDES-BENZ,E-CLASS,86,80,80,74
471,2018,MERCEDES-BENZ,GLA,81,80,76,75
472,2018,MERCEDES-BENZ,GLC,87,84,85,73
473,2018,MERCEDES-BENZ,GLE,86,81,77,77
474,2018,MERCEDES-BENZ,GLS,85,79,73,78
475,2018,MERCEDES-BENZ,S-CLASS,90,83,89,71
476,2018,MINI,CONVERTIBLE,79,87,78,67
477,2018,MINI,COUNTRYMAN,86,85,92,91
478,2018,MITSUBISHI,MIRAGE,64,68,69,71
479,2018,MITSUBISHI,MIRAGE G4,64,68,69,71
480,2018,MITSUBISHI,OUTLANDER,74,74,79,80
481,2018,MITSUBISHI,OUTLANDER PHEV,74,74,79,80
482,2018,MITSUBISHI,OUTLANDER SPORT,74,74,79,80
483,2018,NISSAN,ALTIMA,84,88,84,81
484,2018,NISSAN,ARMADA,80,79,77,77
485,2018,NISSAN,FRONTIER CREW CAB,76,85,64,88
486,2018,NISSAN,LEAF,75,83,76,71
487,2018,NISSAN,MAXIMA,86,90,87,75
488,2018,NISSAN,MURANO,82,85,84,75
489,2018,NISSAN,PATHFINDER,80,82,80,78
490,2018,NISSAN,ROGUE,78,83,80,80
491,2018,NISSAN,ROGUE SPORT,78,83,80,80
492,2018,NISSAN,SENTRA,76,80,78,79
493,2018,NISSAN,VERSA,72,83,72,75
494,2018,PORSCHE,911,95,94,83,78
495,2018,PORSCHE,CAYENNE,92,88,83,77
496,2018,PORSCHE,MACAN,92,88,92,73
497,2018,PORSCHE,PANAMERA,87,74,79,77
498,2018,SUBARU,CROSSTREK,75,76,85,78
499,2018,SUBARU,FORESTER,74,75,79,83
500,2018,SUBARU,IMPREZA,72,73,76,80
501,2018,SUBARU,LEGACY,77,78,78,81
502,2018,SUBARU,OUTBACK,79,80,80,80
503,2018,SUBARU,WRX,74,71,83,79
504,2018,TOYOTA,4RUNNER,84,88,79,91
505,2018,TOYOTA,AVALON,80,83,67,82
506,2018,TOYOTA,C-HR,77,79,85,81
507,2018,TOYOTA,CAMRY,79,79,78,84
508,2018,TOYOTA,COROLLA,85,92,83,88
509,2018,TOYOTA,COROLLA IM,85,92,83,88
510,2018,TOYOTA,HIGHLANDER,81,86,77,83
511,2018,TOYOTA,PRIUS,76,81,74,86
512,2018,TOYOTA,PRIUS C,68,78,67,83
513,2018,TOYOTA,RAV4,80,85,79,88
514,2018,TOYOTA,SEQUOIA,84,83,82,82
515,2018,TOYOTA,SIENNA,78,78,75,85
516,2018,TOYOTA,TACOMA DOUBLE CAB,77,81,70,89
517,2018,TOYOTA,TACOMA REGULAR CAB,84,86,71,94
518,2018,TOYOTA,TUNDRA CREWMAX,84,86,71,94
519,2018,TOYOTA,YARIS,74,82,76,79
520,2018,TOYOTA,YARIS IA,74,82,76,79
521,2018,VOLKSWAGEN,ATLAS,79,79,85,72
522,2018,VOLKSWAGEN,GOLF,76,75,87,78
523,2018,VOLKSWAGEN,GOLF ALLTRACK,76,75,87,78
524,2018,VOLKSWAGEN,GOLF GTI,76,75,87,78
525,2018,VOLKSWAGEN,GOLF R,76,75,87,78
526,2018,VOLKSWAGEN,GOLF SPORTWAGEN,76,75,87,78
527,2018,VOLKSWAGEN,JETTA,78,81,83,79
528,2018,VOLKSWAGEN,PASSAT,76,77,79,76
529,2018,VOLKSWAGEN,TIGUAN,77,78,85,79
530,2018,VOLKSWAGEN,TIGUAN LIMITED,77,78,85,79
531,2018,VOLKSWAGEN,E-GOLF,76,75,87,78
532,2018,VOLVO,S90,78,70,81,73
533,2018,VOLVO,XC60,80,74,86,78
534,2018,VOLVO,XC90,79,72,78,78
535,2017,ACURA,ILX,72,72,62,77
536,2017,ACURA,MDX,79,76,67,77
537,2017,ACURA,RDX,80,81,67,76
538,2017,ACURA,TLX,79,80,67,72
539,2017,AUDI,A3 SPORTBACK E-TRON,80,78,80,74
540,2017,AUDI,A4,85,82,85,72
541,2017,AUDI,A6,84,80,79,71
542,2017,AUDI,A7,88,85,85,72
543,2017,AUDI,Q3,77,75,76,72
544,2017,AUDI,Q5,77,70,75,73
545,2017,AUDI,Q7,85,78,84,75
546,2017,BMW,2 SERIES,86,88,80,89
547,2017,BMW,3 SERIES,82,83,79,70
548,2017,BMW,4 SERIES,86,88,82,74
549,2017,BMW,X1,77,77,76,70
550,2017,BMW,X3,83,85,77,71
551,2017,BMW,X4,85,84,86,72
552,2017,BMW,X5,85,84,81,73
553,2017,BMW,X6,91,90,90,74
554,2017,BMW,X6 M,91,90,90,74
555,2017,BMW,I3,79,83,74,72
556,2017,BUICK,ENCLAVE,83,88,80,73
557,2017,BUICK,ENCORE,81,87,83,79
558,2017,BUICK,ENVISION,82,87,82,73
559,2017,BUICK,LACROSSE,81,82,70,75
560,2017,BUICK,REGAL,77,82,69,75
561,2017,CADILLAC,CT6,83,78,76,68
562,2017,CADILLAC,ESCALADE,84,75,73,77
563,2017,CADILLAC,ESCALADE ESV,84,75,73,77
564,2017,CADILLAC,XT5,81,75,72,73
565,2017,CADILLAC,XTS,84,78,78,69
566,2017,CHEVROLET,CAMARO,77,73,80,79
567,2017,CHEVROLET,COLORADO REGULAR CAB,77,81,69,83
568,2017,CHEVROLET,CORVETTE,85,83,75,90
569,2017,CHEVROLET,CRUZE,80,84,80,81
570,2017,CHEVROLET,EQUINOX,79,84,78,79
571,2017,CHEVROLET,IMPALA,81,80,76,78
572,2017,CHEVROLET,MALIBU,79,80,76,80
573,2017,CHEVROLET,SILVERADO 1500 EXTENDED CAB,86,86,76,93
574,2017,CHEVROLET,SILVERADO 2500 HD CREW CAB,84,83,74,94
575,2017,CHEVROLET,SILVERADO 3500 HD DOUBLE CAB,84,83,74,94
576,2017,CHEVROLET,SONIC,76,80,81,76
577,2017,CHEVROLET,SPARK,70,79,71,69
578,2017,CHEVROLET,SUBURBAN,83,81,76,83
579,2017,CHEVROLET,TAHOE,87,85,85,88
580,2017,CHEVROLET,TRAVERSE,76,79,72,77
581,2017,CHEVROLET,TRAX,72,75,76,79
582,2017,CHEVROLET,VOLT,70,74,70,74
583,2017,CHRYSLER,200,71,71,76,78
584,2017,CHRYSLER,300,78,79,79,78
585,2017,CHRYSLER,PACIFICA,71,74,76,70
586,2017,DODGE,CHALLENGER,76,70,85,91
587,2017,DODGE,CHARGER,77,70,89,81
588,2017,DODGE,DURANGO,75,72,81,85
589,2017,DODGE,GRAND CARAVAN PASSENGER,63,71,58,74
590,2017,DODGE,JOURNEY,65,71,63,73
591,2017,FIAT,500,47,54,63,72
592,2017,FIAT,124 SPIDER,62,69,74,74
593,2017,FIAT,500 ABARTH,47,54,63,72
594,2017,FIAT,500C,47,54,63,72
595,2017,FORD,C-MAX ENERGI,67,70,70,74
596,2017,FORD,C-MAX HYBRID,67,70,70,74
597,2017,FORD,EDGE,78,77,82,80
598,2017,FORD,ESCAPE,77,80,82,80
599,2017,FORD,EXPEDITION,80,80,77,81
600,2017,FORD,EXPEDITION EL,80,80,77,81
601,2017,FORD,EXPLORER,77,77,79,80
602,2017,FORD,F150 (HERITAGE) SUPER CAB,81,78,79,92
603,2017,FORD,FOCUS,70,72,76,75
604,2017,FORD,FUSION,75,76,77,78
605,2017,FORD,FUSION ENERGI,75,76,77,78
606,2017,FORD,MUSTANG,76,74,81,78
607,2017,FORD,F250 CREW CAB,82,78,83,94
608,2017,FORD,F350 SUPER CAB,82,78,83,94
609,2017,FORD,ECONOLINE E250 CARGO,82,78,83,94
610,2017,FORD,TRANSIT 350 VAN,64,69,64,75
611,2017,FORD,TRANSIT CONNECT PASSENGER,64,69,64,75
612,2017,FORD,TRANSIT 150 VAN,64,69,64,75
613,2017,FORD,TRANSIT 150 WAGON,64,69,64,75
614,2017,GENESIS,G80,82,81,79,74
615,2017,GENESIS,G90,88,87,89,68
616,2017,GMC,ACADIA,73,71,73,74
617,2017,GMC,ACADIA LIMITED,73,71,73,74
618,2017,GMC,CANYON CREW CAB,75,76,72,83
619,2017,GMC,SIERRA 1500 DOUBLE CAB,83,78,77,93
620,2017,GMC,SIERRA 2500 HD CREW CAB,82,74,79,94
621,2017,GMC,SIERRA 3500 HD REGULAR CAB,82,74,79,94
622,2017,GMC,TERRAIN,76,83,73,79
623,2017,GMC,YUKON,82,75,81,85
624,2017,GMC,YUKON XL,82,75,81,85
625,2017,HONDA,ACCORD HYBRID,77,79,78,85
626,2017,HONDA,CR-V,80,83,87,86
627,2017,HONDA,CIVIC TYPE R,77,80,84,84
628,2017,HONDA,FIT,69,79,71,85
629,2017,HONDA,HR-V,68,72,76,78
630,2017,HONDA,PILOT,76,82,78,76
631,2017,HONDA,RIDGELINE,77,82,76,85
632,2017,HYUNDAI,ELANTRA,74,81,77,78
633,2017,HYUNDAI,ELANTRA GT,74,81,77,78
634,2017,HYUNDAI,SANTA FE,75,79,74,82
635,2017,HYUNDAI,SANTA FE SPORT,75,79,74,82
636,2017,HYUNDAI,SONATA,75,80,73,81
637,2017,HYUNDAI,SONATA HYBRID,75,80,73,81
638,2017,HYUNDAI,SONATA PLUG-IN HYBRID,75,80,73,81
639,2017,HYUNDAI,TUCSON,71,78,77,78
640,2017,INFINITI,Q60,84,79,80,70
641,2017,INFINITI,QX30,72,62,72,72
642,2017,INFINITI,QX50,78,76,61,72
643,2017,INFINITI,QX80,89,83,76,77
644,2017,JAGUAR,F-PACE,72,64,76,73
645,2017,JAGUAR,F-TYPE,77,72,69,89
646,2017,JAGUAR,XE,74,73,68,74
647,2017,JEEP,CHEROKEE,71,75,77,84
648,2017,JEEP,COMPASS,61,69,67,77
649,2017,JEEP,GRAND CHEROKEE,74,75,80,82
650,2017,JEEP,PATRIOT,64,74,70,76
651,2017,JEEP,RENEGADE,69,71,81,79
652,2017,JEEP,WRANGLER,66,70,67,88
653,2017,JEEP,WRANGLER UNLIMITED,66,70,67,88
654,2017,KIA,CADENZA,86,89,89,79
655,2017,KIA,FORTE,75,83,76,77
656,2017,KIA,NIRO,76,83,86,76
657,2017,KIA,OPTIMA,78,83,78,79
658,2017,KIA,OPTIMA HYBRID,78,83,78,79
659,2017,KIA,OPTIMA PLUG-IN HYBRID,78,83,78,79
660,2017,KIA,SORENTO,79,86,79,76
661,2017,KIA,SOUL,78,85,80,86
662,2017,KIA,SOUL EV,78,85,80,86
663,2017,KIA,SPORTAGE,76,82,86,77
664,2017,LAND ROVER,DISCOVERY SPORT,64,55,75,71
665,2017,LAND ROVER,RANGE ROVER EVOQUE,66,61,76,72
666,2017,LAND ROVER,RANGE ROVER SPORT,68,59,75,76
667,2017,LEXUS,CT,80,84,65,78
668,2017,LEXUS,ES,90,91,82,77
669,2017,LEXUS,GX,87,85,71,81
670,2017,LEXUS,IS,86,80,78,82
671,2017,LEXUS,LS,90,88,79,69
672,2017,LEXUS,NX,83,81,68,75
673,2017,LEXUS,RX,89,86,79,79
674,2017,LINCOLN,CONTINENTAL,89,86,86,70
675,2017,LINCOLN,MKC,83,81,78,74
676,2017,LINCOLN,MKX,83,78,74,78
677,2017,LINCOLN,MKZ,84,84,77,73
678,2017,LINCOLN,NAVIGATOR,86,85,68,79
679,2017,LINCOLN,NAVIGATOR L,86,85,68,79
680,2017,MAZDA,CX-3,66,71,75,76
681,2017,MAZDA,MX-5 MIATA,71,77,74,75
682,2017,MAZDA,MX-5 MIATA RF,71,77,74,75
683,2017,MAZDA,MAZDA6,76,81,76,78
684,2017,MERCEDES-BENZ,C-CLASS,84,80,75,84
685,2017,MERCEDES-BENZ,CLA,79,76,72,83
686,2017,MERCEDES-BENZ,E-CLASS,83,76,78,72
687,2017,MERCEDES-BENZ,GLA,81,82,75,74
688,2017,MERCEDES-BENZ,GLC,83,78,81,73
689,2017,MERCEDES-BENZ,GLE,86,80,79,75
690,2017,MERCEDES-BENZ,GLS,87,84,71,76
691,2017,MERCEDES-BENZ,S-CLASS,92,87,88,69
692,2017,MINI,CLUBMAN,85,83,89,91
693,2017,MITSUBISHI,MIRAGE,60,66,64,70
694,2017,MITSUBISHI,OUTLANDER,70,74,71,78
695,2017,MITSUBISHI,OUTLANDER SPORT,69,75,73,78
696,2017,NISSAN,ALTIMA,80,84,79,80
697,2017,NISSAN,ARMADA,80,80,77,75
698,2017,NISSAN,FRONTIER CREW CAB,75,85,64,86
699,2017,NISSAN,JUKE,71,77,76,77
