,Year,Make,Model,Overall,Quality_And_Reliability,Driving_Experience,Resale
196,2019,GMC,Yukon,83,79,78,88
197,2019,GMC,Yukon XL,83,79,78,88
198,2019,Honda,Accord Hybrid,81,84,83,86
199,2019,Honda,ACCORD,81,84,83,86
200,2019,Honda,CR-V,79,86,80,87
206,2019,Honda,Civic Type R,78,82,83,85
207,2019,Honda,Fit,71,78,75,86
208,2019,Honda,HR-V,69,75,77,80
209,2019,Honda,Insight,74,78,79,74
210,2019,Honda,Odyssey,77,77,82,82
211,2019,Honda,Passport,84,85,88,74
212,2019,Honda,Pilot,79,84,82,77
213,2019,Honda,Ridgeline,78,81,79,87
214,2019,Hyundai,Accent,73,83,80,72
215,2019,Hyundai,Elantra,77,84,81,80
216,2019,Hyundai,Elantra GT,77,84,81,80
217,2019,Hyundai,Ioniq Electric,71,78,72,77
218,2019,Hyundai,Ioniq Hybrid,71,78,72,77
219,2019,Hyundai,Ioniq Plug-In Hybrid,71,78,72,77
220,2019,Hyundai,Kona,77,84,86,78
221,2019,Hyundai,KONA,77,84,86,78
222,2019,Hyundai,Santa Fe,80,85,81,82
223,2019,Hyundai,Santa Fe XL,80,85,81,82
224,2019,Hyundai,Sonata,78,82,77,83
225,2019,Hyundai,Sonata Hybrid,78,82,77,83
226,2019,Hyundai,Sonata Plug-In Hybrid,78,82,77,83
227,2019,Hyundai,Tucson,78,85,85,79
228,2019,Hyundai,Veloster,74,76,81,76
229,2019,INFINITI,Q50,81,77,69,77
230,2019,INFINITI,QX50,80,72,73,75
231,2019,INFINITI,QX60,84,80,69,83
232,2019,INFINITI,QX80,85,76,73,80
233,2019,Jaguar,F-PACE,75,70,77,75
234,2019,Jaguar,I-PACE,79,67,90,73
235,2019,Jeep,Cherokee,74,75,83,86
236,2019,Jeep,Compass,69,72,82,80
237,2019,Jeep,Grand Cherokee,79,80,85,84
238,2019,Jeep,Wrangler,70,65,82,88
239,2019,Jeep,Wrangler Unlimited,70,65,82,88
240,2019,Kia,Forte,80,85,86,79
241,2019,Kia,Niro,69,76,76,78
242,2019,Kia,NIRO PLUG-IN HYBRID,69,76,76,78
243,2019,Kia,Niro Plug-In Hybrid,69,76,76,78
244,2019,Kia,Optima,80,83,81,83
245,2019,Kia,Optima Hybrid,80,83,81,83
246,2019,Kia,Optima Plug-In Hybrid,80,83,81,83
247,2019,Kia,Rio,75,87,82,70
248,2019,Kia,RIO,75,87,82,70
249,2019,Kia,Sedona,74,82,71,76
250,2019,Kia,Sorento,77,82,77,79
251,2019,Kia,Soul,79,86,81,88
252,2019,Kia,Soul EV,79,86,81,88
253,2019,Kia,Sportage,79,87,88,79
254,2019,Kia,Stinger,81,82,86,74
255,2019,Land Rover,Discovery Sport,65,60,69,72
256,2019,Land Rover,Range Rover,76,68,83,76
257,2019,Land Rover,Range Rover Sport,72,62,81,77
258,2019,Land Rover,Range Rover Velar,65,53,79,73
259,2019,Lexus,ES,88,87,79,79
260,2019,Lexus,GS,91,89,80,79
261,2019,Lexus,GX,86,84,69,83
262,2019,Lexus,IS,88,84,79,83
263,2019,Lexus,NX,88,88,77,77
264,2019,Lexus,RX,92,89,82,81
265,2019,Lexus,UX,88,88,77,86
266,2019,Lincoln,MKC,86,85,79,75
267,2019,Lincoln,MKZ,85,84,78,75
268,2019,Lincoln,Nautilus,89,83,80,82
269,2019,Lincoln,Navigator,91,82,89,81
270,2019,Lincoln,Navigator L,91,82,89,81
271,2019,Mazda,CX-3,69,79,74,80
272,2019,Mazda,CX-5,78,82,85,83
273,2019,Mazda,CX-9,80,85,84,74
274,2019,Mazda,MX-5 Miata,67,74,67,76
275,2019,Mazda,MX-5 Miata RF,67,74,67,76
276,2019,Mercedes-Benz,C-Class,89,82,89,86
277,2019,Mercedes-Benz,CLA,85,81,79,85
278,2019,Mercedes-Benz,E-Class,86,78,82,74
279,2019,Mercedes-Benz,GLA,81,79,78,75
280,2019,Mercedes-Benz,GLC,84,83,76,73
281,2019,Mercedes-Benz,GLE,88,83,82,77
282,2019,Mercedes-Benz,GLS,86,81,71,78
283,2019,Mercedes-Benz,S-Class,87,81,80,71
284,2019,MINI,Convertible,80,83,83,67
285,2019,MINI,Countryman,85,82,94,91
286,2019,MINI,Hardtop 2 Door,80,83,83,67
287,2019,MINI,Hardtop 4 Door,80,83,83,67
288,2019,Mitsubishi,Mirage,63,67,69,71
289,2019,Mitsubishi,Mirage G4,63,67,69,71
290,2019,Mitsubishi,Outlander,75,76,80,80
291,2019,Mitsubishi,Outlander PHEV,75,76,80,80
292,2019,Mitsubishi,Outlander Sport,73,80,76,80
293,2019,Nissan,Altima,81,83,83,81
294,2019,Nissan,Armada,83,82,85,78
295,2019,Nissan,FRONTIER CREW CAB,73,81,63,87
296,2019,Nissan,Kicks,77,82,84,79
297,2019,Nissan,LEAF,71,80,69,71
298,2019,Nissan,Maxima,86,85,92,75
299,2019,Nissan,Murano,83,85,87,75
300,2019,Nissan,Pathfinder,79,83,79,79
301,2019,Nissan,Rogue,80,84,82,82
302,2019,Nissan,Rogue Sport,78,85,84,78
303,2019,Nissan,Sentra,77,83,79,81
304,2019,Nissan,TITAN SINGLE CAB,86,88,80,89
305,2019,Nissan,TITAN XD SINGLE CAB,86,88,80,89
306,2019,Nissan,Versa Note,73,81,78,75
307,2019,Porsche,911,95,92,85,78
308,2019,Porsche,718 Boxster,93,89,82,90
309,2019,Porsche,718 Cayman,93,89,82,90
310,2019,Porsche,Cayenne,90,79,87,77
311,2019,Subaru,Ascent,78,74,82,81
312,2019,Subaru,Crosstrek,75,77,84,78
313,2019,Subaru,Forester,77,77,84,83
314,2019,Subaru,Impreza,69,74,69,80
315,2019,Subaru,Legacy,79,81,80,81
316,2019,Subaru,Outback,78,81,78,80
317,2019,Subaru,WRX,75,72,86,79
318,2019,Toyota,4Runner,83,85,81,90
319,2019,Toyota,Avalon,86,88,82,82
320,2019,Toyota,C-HR,79,82,88,81
321,2019,Toyota,Camry,85,88,82,86
322,2019,Toyota,Corolla,83,91,79,90
323,2019,Toyota,Corolla Hatchback,83,91,79,90
324,2019,Toyota,Highlander,82,85,80,83
325,2019,Toyota,Prius,76,81,75,86
326,2019,Toyota,Prius Prime,76,81,75,86
327,2019,Toyota,RAV4,79,80,82,88
328,2019,Toyota,Sequoia,84,88,76,82
329,2019,Toyota,Sienna,79,81,76,85
330,2019,Toyota,TACOMA DOUBLE CAB,78,84,70,89
333,2019,Toyota,YARIS,78,84,82,80
334,2019,Volkswagen,Atlas,77,76,84,72
335,2019,Volkswagen,Beetle,79,81,85,81
336,2019,Volkswagen,BEETLE,79,81,85,81
337,2019,Volkswagen,Golf,79,81,88,78
338,2019,Volkswagen,Golf Alltrack,79,81,88,78
339,2019,Volkswagen,Golf GTI,79,81,88,78
340,2019,Volkswagen,Golf R,79,81,88,78
341,2019,Volkswagen,Golf SportWagen,79,81,88,78
342,2019,Volkswagen,Jetta,75,72,85,81
343,2019,Volkswagen,JETTA III,75,72,85,81
344,2019,Volkswagen,Passat,79,81,82,76
345,2019,Volkswagen,Tiguan,78,81,85,79
346,2019,Volvo,S60,79,70,87,75
347,2019,Volvo,XC40,83,77,90,74
348,2019,Volvo,XC60,82,76,88,78
349,2019,Volvo,XC90,80,75,79,78
350,2018,Acura,ILX,79,83,70,77
351,2018,Acura,MDX,78,74,67,78
352,2018,Acura,RDX,81,81,69,77
353,2018,Acura,TLX,82,82,75,74
356,2018,Audi,A3 Sportback e-tron,81,78,82,75
357,2018,Audi,A4,83,81,79,72
358,2018,Audi,A4 allroad,83,81,79,72
361,2018,Audi,A5 SPORT,84,81,83,74
362,2018,Audi,A6,81,76,75,73
363,2018,Audi,Q3,77,77,72,74
364,2018,Audi,Q5,84,80,84,75
365,2018,Audi,Q7,83,76,79,77
366,2018,BMW,2 Series,85,85,80,90
367,2018,BMW,3 Series,83,85,80,72
368,2018,BMW,4 Series,86,89,80,76
369,2018,BMW,5 Series,86,86,81,71
370,2018,BMW,7 Series,90,90,87,66
371,2018,BMW,X1,80,81,78,72
372,2018,BMW,X3,87,85,93,73
373,2018,BMW,X5,84,81,80,74
374,2018,BMW,X5 M,84,81,80,74
375,2018,BMW,X6,87,88,81,76
376,2018,BMW,X6 M,87,88,81,76
377,2018,Buick,Enclave,85,85,85,76
378,2018,Buick,Encore,80,85,82,81
379,2018,Buick,Envision,84,93,82,75
384,2018,Cadillac,CT6,82,73,80,69
385,2018,Cadillac,CTS,83,71,81,75
386,2018,Cadillac,CTS-V,83,71,81,75
387,2018,Cadillac,Escalade,89,81,79,79
388,2018,Cadillac,Escalade ESV,89,81,79,79
389,2018,Cadillac,XT5,83,80,72,75
390,2018,Chevrolet,Bolt EV,73,80,74,75
391,2018,Chevrolet,Camaro,82,81,82,81
392,2018,Chevrolet,COLORADO REGULAR CAB,77,79,70,85
393,2018,Chevrolet,Corvette,85,83,74,91
394,2018,Chevrolet,Cruze,82,87,82,83
395,2018,Chevrolet,Equinox,82,84,84,81
396,2018,Chevrolet,Impala,83,85,75,80
397,2018,Chevrolet,Malibu,81,82,77,82
398,2018,Chevrolet,SILVERADO 1500 EXTENDED CAB,87,86,78,95
399,2018,Chevrolet,SILVERADO 2500 HD CREW CAB,87,87,76,95
400,2018,Chevrolet,SILVERADO 3500 HD DOUBLE CAB,87,87,76,95
401,2018,Chevrolet,Sonic,75,78,82,76
402,2018,Chevrolet,Suburban,83,78,81,86
403,2018,Chevrolet,Tahoe,85,82,78,91
404,2018,Chevrolet,Traverse,85,84,88,79
405,2018,Chevrolet,Trax,76,82,79,81
406,2018,Chevrolet,Volt,70,72,69,75
407,2018,Chrysler,300,80,82,80,80
408,2018,Chrysler,Pacifica,70,69,77,72
409,2018,Dodge,Challenger,79,75,85,93
410,2018,Dodge,Charger,79,76,86,83
411,2018,Dodge,Durango,76,72,83,87
412,2018,Dodge,GRAND CARAVAN PASSENGER,66,73,63,77
413,2018,Dodge,Journey,64,67,65,74
414,2018,FIAT,124 Spider,65,75,75,76
415,2018,Ford,C-Max Hybrid,73,74,81,76
416,2018,Ford,EcoSport,71,74,80,79
417,2018,Ford,Edge,78,79,80,83
418,2018,Ford,Escape,77,80,82,82
419,2018,Ford,Expedition,85,79,95,83
420,2018,Ford,Expedition Max,85,79,95,83
421,2018,Ford,Explorer,79,80,81,82
422,2018,Ford,F150 (HERITAGE) SUPER CAB,81,79,77,94
423,2018,Ford,Flex,75,76,77,78
424,2018,Ford,Focus,71,74,76,76
425,2018,Ford,Fusion,78,79,81,81
426,2018,Ford,Fusion Energi,78,79,81,81
427,2018,Ford,FUSION ENERGI,78,79,81,81
428,2018,Ford,Mustang,80,80,85,81
429,2018,Ford,F250 CREW CAB,83,82,79,94
430,2018,Ford,F350 SUPER CAB,83,82,79,94
431,2018,Ford,ECONOLINE E250 CARGO,83,82,79,94
432,2018,Ford,Taurus,79,83,75,76
433,2018,Genesis,G80,85,84,86,76
434,2018,Genesis,G90,88,86,89,70
435,2018,GMC,Acadia,78,77,80,76
436,2018,GMC,CANYON CREW CAB,76,76,71,85
437,2018,GMC,SIERRA 1500 DOUBLE CAB,84,80,79,94
438,2018,GMC,SIERRA 2500 HD CREW CAB,84,78,79,95
439,2018,GMC,SIERRA 3500 HD REGULAR CAB,84,78,79,95
440,2018,GMC,Terrain,74,71,80,81
