,Year,Make,Model,Overall,Quality_And_Reliability,Driving_Experience,Resale
848,2016,BMW,5 Series,86,89,80,67
849,2016,BMW,7 Series,83,85,65,78
850,2016,BMW,X1,77,75,79,69
851,2016,BMW,X3,84,87,78,69
852,2016,BMW,X4,79,83,70,78
853,2016,BMW,X5,82,78,82,71
854,2016,BMW,X6,82,84,72,78
855,2016,Buick,Cascada,75,82,77,92
856,2016,Buick,Enclave,77,74,80,72
857,2016,Buick,Encore,76,83,76,77
858,2016,Buick,LaCrosse,86,93,72,76
859,2016,Buick,Regal,81,87,76,72
860,2016,Buick,Verano,80,91,72,74
865,2016,Cadillac,CTS,80,74,71,71
866,2016,Cadillac,CTS-V,80,74,71,71
867,2016,Cadillac,Escalade,74,50,77,76
868,2016,Cadillac,Escalade ESV,74,50,77,76
869,2016,Cadillac,SRX,82,80,67,74
870,2016,Cadillac,XTS,82,80,71,68
871,2016,Chevrolet,Camaro,79,74,82,78
872,2016,Chevrolet,COLORADO REGULAR CAB,76,78,70,82
873,2016,Chevrolet,Corvette,86,86,75,88
874,2016,Chevrolet,Cruze,77,89,66,81
875,2016,Chevrolet,Equinox,80,93,72,77
876,2016,Chevrolet,Impala,85,88,78,76
877,2016,Chevrolet,Impala Limited,85,88,78,76
878,2016,Chevrolet,IMPALA LIMITED,85,88,78,76
879,2016,Chevrolet,Malibu,78,80,75,78
880,2016,Chevrolet,Malibu Limited,78,80,75,78
881,2016,Chevrolet,SILVERADO 1500 EXTENDED CAB,85,84,75,92
882,2016,Chevrolet,Sonic,75,83,76,73
883,2016,Chevrolet,Spark,57,64,67,88
884,2016,Chevrolet,Spark EV,57,64,67,88
885,2016,Chevrolet,Suburban,75,68,69,81
886,2016,Chevrolet,Tahoe,79,70,78,87
887,2016,Chevrolet,Traverse,77,82,70,76
888,2016,Chevrolet,Trax,69,76,69,77
889,2016,Chevrolet,Volt,70,74,69,72
890,2016,Chrysler,200,66,68,67,76
891,2016,Chrysler,300,71,73,77,72
892,2016,Chrysler,TOWN & COUNTRY,70,81,66,72
893,2016,Dodge,Challenger,83,87,85,89
894,2016,Dodge,Charger,77,76,81,79
895,2016,Dodge,Dart,64,58,79,78
896,2016,Dodge,Durango,76,88,83,72
897,2016,Dodge,GRAND CARAVAN PASSENGER,63,68,62,73
898,2016,Dodge,Journey,62,65,63,71
899,2016,FIAT,500,42,59,70,49
900,2016,FIAT,500L,53,49,79,75
901,2016,FIAT,500X,53,49,79,75
902,2016,FIAT,500c,42,59,70,49
903,2016,Ford,Edge,78,80,80,79
904,2016,Ford,Escape,75,82,77,79
905,2016,Ford,Expedition,76,75,70,79
906,2016,Ford,Expedition EL,76,75,70,79
907,2016,Ford,Explorer,70,64,78,79
908,2016,Ford,F150 (HERITAGE) SUPER CAB,80,78,73,91
909,2016,Ford,Fiesta,64,66,74,72
910,2016,Ford,Focus,64,64,69,73
911,2016,Ford,FOCUS ST,64,64,69,73
912,2016,Ford,Fusion,76,81,75,77
913,2016,Ford,Fusion Energi,76,81,75,77
914,2016,Ford,Mustang,78,78,82,76
915,2016,Ford,F250 CREW CAB,78,79,65,93
916,2016,Ford,F350 SUPER CAB,78,79,65,93
917,2016,Ford,ECONOLINE E250 CARGO,78,79,65,93
918,2016,GMC,Acadia,70,69,70,74
919,2016,GMC,CANYON CREW CAB,73,76,65,82
920,2016,GMC,SIERRA 1500 DOUBLE CAB,80,70,80,91
921,2016,GMC,Terrain,78,88,74,77
922,2016,GMC,Yukon,73,60,73,83
923,2016,GMC,Yukon XL,73,60,73,83
926,2016,Honda,CR-V,73,82,70,85
929,2016,Honda,Fit,68,77,70,83
930,2016,Honda,HR-V,66,71,75,77
931,2016,Honda,Odyssey,70,74,70,77
932,2016,Honda,Pilot,68,68,73,74
933,2016,Hyundai,Accent,69,83,71,71
934,2016,Hyundai,Azera,74,81,71,76
935,2016,Hyundai,Elantra,72,84,69,77
936,2016,Hyundai,Elantra GT,72,84,69,77
937,2016,Hyundai,Genesis,80,83,76,72
938,2016,Hyundai,Genesis Coupe,80,83,76,72
939,2016,Hyundai,Santa Fe,77,85,74,81
940,2016,Hyundai,Santa Fe Sport,77,85,74,81
941,2016,Hyundai,Sonata,78,86,76,79
942,2016,Hyundai,Sonata Hybrid,78,86,76,79
943,2016,Hyundai,Sonata Plug-In Hybrid,78,86,76,79
944,2016,Hyundai,Tucson,70,70,85,76
945,2016,Hyundai,Veloster,70,70,78,76
946,2016,INFINITI,QX50,84,85,70,70
947,2016,INFINITI,QX80,87,78,75,85
948,2016,Jaguar,F-TYPE,76,70,88,73
949,2016,Jaguar,XF,74,74,69,73
950,2016,Jeep,Cherokee,71,76,75,82
951,2016,Jeep,Compass,63,70,70,76
952,2016,Jeep,Grand Cherokee,75,78,79,81
953,2016,Jeep,Patriot,62,72,69,74
954,2016,Jeep,Renegade,62,62,76,77
955,2016,Jeep,Wrangler,65,67,70,87
956,2016,Jeep,Wrangler Unlimited,65,67,70,87
957,2016,Kia,Forte,73,80,77,75
958,2016,Kia,Forte Koup,73,80,77,75
959,2016,Kia,Optima,77,78,82,77
960,2016,Kia,Optima Hybrid,77,78,82,77
961,2016,Kia,Rio,58,73,68,74
962,2016,Kia,Sedona,70,73,73,73
963,2016,Kia,Sorento,75,77,79,75
964,2016,Kia,Soul,79,88,81,84
965,2016,Kia,Sportage,73,83,79,78
966,2016,Land Rover,Discovery Sport,57,43,66,69
967,2016,Land Rover,LR4,70,74,73,65
968,2016,Land Rover,Range Rover,75,78,73,65
969,2016,Land Rover,Range Rover Sport,73,71,76,73
970,2016,Lincoln,MKC,80,76,75,72
971,2016,Lincoln,MKX,79,69,75,76
972,2016,Lincoln,MKZ,85,84,78,72
973,2016,Lincoln,Navigator,82,69,77,82
974,2016,Lincoln,Navigator L,82,69,77,82
975,2016,Mazda,CX-3,64,69,73,74
976,2016,Mazda,CX-5,67,68,73,79
977,2016,Mazda,MX-5 Miata,71,82,72,72
978,2016,Mazda,Mazda3,71,79,72,80
979,2016,Mazda,Mazda6,74,79,76,75
980,2016,Mercedes-Benz,C-Class,85,82,79,78
981,2016,Mercedes-Benz,CLA,79,77,81,83
982,2016,Mercedes-Benz,E-Class,84,84,72,71
983,2016,Mercedes-Benz,GLA,72,65,72,72
984,2016,Mercedes-Benz,GLC,78,66,82,71
985,2016,Mercedes-Benz,GLE,86,83,78,74
986,2016,Mercedes-Benz,S-Class,86,85,67,83
987,2016,MINI,HARDTOP,78,85,79,67
988,2016,MINI,HARDTOP 4 DOOR,78,85,79,67
989,2016,Mitsubishi,Outlander,70,73,70,76
990,2016,Nissan,Altima,79,84,78,78
991,2016,Nissan,FRONTIER CREW CAB,71,79,59,85
992,2016,Nissan,JUKE,59,68,74,81
993,2016,Nissan,LEAF,59,65,68,81
994,2016,Nissan,Maxima,80,79,83,72
995,2016,Nissan,Murano,73,82,72,81
996,2016,Nissan,Pathfinder,70,75,74,81
997,2016,Nissan,Rogue,72,77,72,78
998,2016,Nissan,Versa,68,82,66,73
999,2016,Nissan,Versa Note,68,82,66,73
1000,2016,Porsche,911,94,94,83,73
1001,2016,Porsche,Boxster,90,89,86,88
1002,2016,Porsche,Cayenne,88,81,81,73
1003,2016,Porsche,Cayman,87,81,86,88
1004,2016,Porsche,Macan,90,85,90,69
1005,2016,Scion,FR-S,61,62,76,83
1006,2016,Scion,iA,63,74,71,83
1007,2016,Scion,iM,68,75,74,83
1008,2016,Scion,tC,68,78,71,83
1009,2016,Subaru,BRZ,63,68,74,81
1010,2016,Subaru,Crosstrek,75,80,83,75
1011,2016,Subaru,Forester,76,86,74,78
1014,2016,Subaru,Legacy,77,76,80,77
1015,2016,Subaru,Outback,75,76,76,76
1018,2016,Toyota,4Runner,77,77,74,89
1019,2016,Toyota,Avalon,79,85,63,78
1020,2016,Toyota,Camry,82,91,74,81
1021,2016,Toyota,Camry Hybrid,82,91,74,81
1022,2016,Toyota,Corolla,82,91,78,86
1023,2016,Toyota,Highlander,79,80,79,80
1024,2016,Toyota,Prius,77,83,77,82
1025,2016,Toyota,Prius v,76,87,69,83
1026,2016,Toyota,RAV4,79,86,77,85
1027,2016,Toyota,RAV4 Hybrid,79,86,77,85
1028,2016,Toyota,Sequoia,75,73,78,83
1029,2016,Toyota,Sienna,75,76,73,80
1030,2016,Toyota,TACOMA DOUBLE CAB,70,71,65,88
1031,2016,Toyota,TACOMA REGULAR CAB,84,90,67,91
1032,2016,Toyota,TUNDRA CREWMAX,84,90,67,91
1035,2016,Volkswagen,Golf,74,74,84,74
1036,2016,Volkswagen,Golf SportWagen,74,74,84,74
1037,2016,Volkswagen,JETTA,76,81,80,75
1038,2016,Volkswagen,Passat,79,87,77,72
1039,2016,Volkswagen,Tiguan,77,83,86,74
1040,2016,Volkswagen,Touareg,76,72,74,73
1045,2016,Volvo,XC60,76,76,70,75
1046,2016,Volvo,XC70,72,67,73,74
1049,2015,Acura,ILX,74,80,61,74
1050,2015,Acura,MDX,78,75,69,73
1051,2015,Acura,RDX,76,77,61,71
1052,2015,Acura,RLX,81,81,68,80
1053,2015,Acura,TLX,73,65,70,69
1054,2015,Audi,A3,81,77,84,71
1055,2015,Audi,A4,83,83,77,69
1056,2015,Audi,A5,84,84,79,69
1057,2015,Audi,A6,82,79,77,67
1058,2015,Audi,A7,84,87,68,80
1059,2015,Audi,A8,82,79,66,80
1060,2015,Audi,Q3,82,84,81,69
1061,2015,Audi,Q5,80,75,79,69
1062,2015,Audi,Q7,74,57,78,72
1063,2015,Audi,allroad,74,68,70,80
1064,2015,BMW,2 Series,84,82,83,85
1065,2015,BMW,3 Series,78,78,75,67
1066,2015,BMW,3 SERIES,78,78,75,67
1067,2015,BMW,4 Series,85,85,86,70
1068,2015,BMW,5 Series,84,84,81,66
1069,2015,BMW,5 SERIES,84,84,81,66
1070,2015,BMW,6 Series,83,87,69,78
1071,2015,BMW,7 Series,78,74,65,78
1072,2015,BMW,X1,75,79,69,67
1073,2015,BMW,X3,79,80,73,68
1074,2015,BMW,X4,77,81,68,78
1075,2015,BMW,X5,82,79,80,69
1076,2015,BMW,X5 M,82,79,80,69
1077,2015,BMW,X6,79,78,71,78
1078,2015,BMW,X6 M,79,78,71,78
1079,2015,Buick,Enclave,81,83,79,70
1080,2015,Buick,Encore,74,74,81,75
1081,2015,Buick,Verano,80,87,76,73
1084,2015,Cadillac,CTS,79,70,69,85
1085,2015,Cadillac,CTS-V,79,70,69,85
1086,2015,Cadillac,Escalade,72,49,71,74
1087,2015,Cadillac,Escalade ESV,72,49,71,74
1088,2015,Cadillac,SRX,81,75,73,72
1089,2015,Cadillac,XTS,79,73,66,85
1090,2015,Chevrolet,Camaro,76,79,71,77
1091,2015,Chevrolet,COLORADO REGULAR CAB,75,73,74,80
1092,2015,Chevrolet,Corvette,79,69,77,85
1093,2015,Chevrolet,Cruze,74,82,71,73
1094,2015,Chevrolet,Equinox,78,88,73,75
1095,2015,Chevrolet,Impala,82,84,76,75
1096,2015,Chevrolet,Impala Limited,82,84,76,75
1097,2015,Chevrolet,IMPALA LIMITED,82,84,76,75
1098,2015,Chevrolet,Malibu,81,94,69,76
1099,2015,Chevrolet,SILVERADO 1500 EXTENDED CAB,82,82,69,91
1100,2015,Chevrolet,SILVERADO 2500 HD CREW CAB,80,77,69,91
1101,2015,Chevrolet,Sonic,72,78,77,71
1102,2015,Chevrolet,Spark,58,66,67,88
1103,2015,Chevrolet,Spark EV,58,66,67,88
1104,2015,Chevrolet,Suburban,71,61,65,81
1105,2015,Chevrolet,Traverse,80,88,73,74
1106,2015,Chevrolet,Trax,75,83,77,75
1107,2015,Chevrolet,Volt,70,79,63,71
1108,2015,Chrysler,200,63,56,73,74
1109,2015,Chrysler,300,71,74,74,72
1110,2015,Chrysler,TOWN & COUNTRY,68,74,68,72
1111,2015,Dodge,Challenger,81,81,87,86
1112,2015,Dodge,Charger,77,74,83,78
1113,2015,Dodge,Dart,67,68,77,75
1114,2015,Dodge,Durango,74,76,77,82
1115,2015,Dodge,GRAND CARAVAN PASSENGER,61,69,57,71
1116,2015,Dodge,Journey,66,69,70,69
1117,2015,FIAT,500,54,66,69,69
1118,2015,FIAT,500e,54,66,69,69
1119,2015,Ford,C-Max Energi,70,74,74,70
1120,2015,Ford,C-Max Hybrid,70,74,74,70
1121,2015,Ford,Escape,74,81,75,76
1122,2015,Ford,Expedition,74,68,75,78
1123,2015,Ford,Expedition EL,74,68,75,78
1124,2015,Ford,Explorer,70,70,72,78
1125,2015,Ford,F150 (HERITAGE) SUPER CAB,85,80,90,90
1126,2015,Ford,Fiesta,59,56,73,70
1127,2015,Ford,Focus,64,72,72,78
1128,2015,Ford,FOCUS ST,64,72,72,78
1129,2015,Ford,Fusion,73,77,72,75
1130,2015,Ford,Fusion Energi,73,77,72,75
1131,2015,Ford,Mustang,75,72,83,75
1132,2015,Ford,F250 CREW CAB,79,79,70,91
1133,2015,Ford,F350 SUPER CAB,79,79,70,91
1134,2015,Ford,ECONOLINE E250 CARGO,79,79,70,91
1135,2015,Ford,Taurus,78,84,71,71
1136,2015,Ford,TRANSIT CONNECT PASSENGER,54,55,71,78
1137,2015,Ford,TRANSIT 150 WAGON,54,55,71,78
1138,2015,GMC,Acadia,75,78,71,72
1139,2015,GMC,CANYON CREW CAB,73,69,73,80
1140,2015,GMC,SIERRA 1500 DOUBLE CAB,79,74,71,90
1141,2015,GMC,Terrain,78,84,77,75
1142,2015,GMC,Yukon,72,59,73,82
1143,2015,GMC,Yukon XL,72,59,73,82
1144,2015,Honda,Accord Hybrid,76,82,75,80
1145,2015,Honda,ACCORD,76,82,75,80
1146,2015,Honda,CR-V,71,76,71,83
1150,2015,Honda,Crosstour,66,72,74,74
1151,2015,Honda,Fit,64,69,70,81
1152,2015,Honda,Odyssey,74,79,74,76
1153,2015,Honda,Pilot,70,75,69,76
1154,2015,Hyundai,Accent,59,72,70,76
1155,2015,Hyundai,Elantra,72,77,76,76
1156,2015,Hyundai,Elantra GT,72,77,76,76
1157,2015,Hyundai,Genesis,78,76,79,71
1158,2015,Hyundai,Santa Fe,78,83,77,79
1159,2015,Hyundai,Santa Fe Sport,78,83,77,79
1160,2015,Hyundai,Sonata,79,87,78,78
1161,2015,Hyundai,Sonata Hybrid,79,87,78,78
1162,2015,Hyundai,Tucson,75,85,81,77
1163,2015,Hyundai,Veloster,67,63,78,74
1164,2015,INFINITI,Q40,83,89,60,67
1165,2015,INFINITI,Q50,81,76,72,70
1168,2015,INFINITI,QX50,76,66,68,85
1169,2015,INFINITI,QX60,80,73,69,76
1170,2015,INFINITI,QX70,83,78,71,85
1171,2015,INFINITI,QX80,88,82,73,85
1172,2015,Jaguar,F-TYPE,78,75,86,73
1173,2015,Jaguar,XF,73,72,67,73
1174,2015,Jeep,Cherokee,61,54,74,81
1175,2015,Jeep,Compass,62,71,69,73
1176,2015,Jeep,Grand Cherokee,70,69,76,80
1177,2015,Jeep,Patriot,62,75,67,70
1178,2015,Jeep,Wrangler,67,75,66,87
1179,2015,Jeep,Wrangler Unlimited,67,75,66,87
1180,2015,Kia,Cadenza,72,75,76,74
1181,2015,Kia,Forte,73,82,76,74
1182,2015,Kia,FORTE5,73,82,76,74
1183,2015,Kia,Forte Koup,73,82,76,74
1184,2015,Kia,Optima,76,82,76,75
1185,2015,Kia,Optima Hybrid,76,82,76,75
1186,2015,Kia,Rio,71,87,75,66
1187,2015,Kia,Sedona,73,71,82,71
1188,2015,Kia,Sorento,73,81,72,73
1189,2015,Kia,Soul,77,86,77,83
1190,2015,Kia,Sportage,71,79,78,77
1191,2015,Land Rover,LR4,66,65,71,65
1192,2015,Land Rover,Range Rover Evoque,61,49,79,69
1193,2015,Land Rover,Range Rover Sport,70,75,71,65
1198,2015,Lincoln,MKC,81,77,76,70
1199,2015,Lincoln,MKS,78,72,68,82
1200,2015,Lincoln,MKX,86,88,72,74
1201,2015,Lincoln,MKZ,83,83,75,70
1202,2015,Lincoln,Navigator,84,76,75,82
1203,2015,Lincoln,Navigator L,84,76,75,82
1204,2015,Mazda,CX-5,73,77,78,78
1205,2015,Mazda,CX-9,65,73,69,73
1206,2015,Mazda,MX-5 Miata,60,69,71,73
1207,2015,Mazda,Mazda3,70,76,74,77
1208,2015,Mazda,Mazda5,51,54,68,73
1209,2015,Mazda,Mazda6,73,76,76,73
1210,2015,Mercedes-Benz,C-Class,80,69,82,76
1211,2015,Mercedes-Benz,E-Class,84,80,77,69
1212,2015,Mercedes-Benz,GL-Class,82,74,70,71
1213,2015,Mercedes-Benz,GLK-Class,83,83,72,73
1214,2015,Mercedes-Benz,M-Class,84,81,75,72
1215,2015,Mercedes-Benz,S-Class,87,78,86,65
1216,2015,Mercedes-Benz,SL-Class,82,77,72,83
1217,2015,Mercedes-Benz,SLK-Class,79,67,85,83
1218,2015,MINI,CONVERTIBLE,76,73,84,68
1219,2015,MINI,COUNTRYMAN,79,78,85,91
1220,2015,MINI,COUPE,76,73,84,68
1221,2015,MINI,HARDTOP 4 DOOR,76,73,84,68
1222,2015,MINI,PACEMAN,76,73,84,68
1223,2015,Mitsubishi,Lancer,65,73,69,83
1224,2015,Mitsubishi,Mirage,53,61,65,83
1225,2015,Mitsubishi,Outlander Sport,69,74,74,74
1226,2015,Nissan,Altima,77,80,77,76
1227,2015,Nissan,Armada,70,64,77,81
1228,2015,Nissan,FRONTIER CREW CAB,73,84,61,84
1229,2015,Nissan,JUKE,64,76,73,81
1230,2015,Nissan,LEAF,70,87,61,68
1231,2015,Nissan,Murano,78,75,87,70
1232,2015,Nissan,Pathfinder,68,66,71,73
1233,2015,Nissan,Quest,74,84,68,81
1234,2015,Nissan,Rogue,73,80,74,76
1235,2015,Nissan,Rogue Select,73,80,74,76
1236,2015,Nissan,Sentra,68,76,76,81
1237,2015,Nissan,Versa,65,77,66,70
1238,2015,Nissan,Versa Note,65,77,66,70
1239,2015,Nissan,Xterra,69,75,69,75
1240,2015,Porsche,911,92,96,75,70
1241,2015,Porsche,Boxster,87,80,84,88
1242,2015,Porsche,Cayenne,87,83,71,88
1243,2015,Porsche,Cayman,88,84,84,88
1244,2015,Porsche,Macan,87,80,89,68
1245,2015,Scion,FR-S,65,71,74,83
1246,2015,Scion,tC,69,80,70,83
1247,2015,Scion,xB,66,71,77,83
1248,2015,smart,fortwo electric drive,32,55,66,95
1249,2015,Subaru,BRZ,61,65,72,81
1250,2015,Subaru,Forester,71,73,74,77
1253,2015,Subaru,Legacy,72,70,75,75
1254,2015,Subaru,Outback,72,72,74,73
1257,2015,Subaru,XV Crosstrek,70,72,79,77
1258,2015,Subaru,XV CROSSTREK,70,72,79,77
1259,2015,Toyota,4Runner,76,74,75,88
1260,2015,Toyota,Avalon,79,81,73,76
1261,2015,Toyota,Avalon Hybrid,79,81,73,76
1262,2015,Toyota,Camry,81,90,74,80
1263,2015,Toyota,Corolla,75,82,71,84
1264,2015,Toyota,Highlander,78,77,80,79
1265,2015,Toyota,Highlander Hybrid,78,77,80,79
1266,2015,Toyota,Prius,73,88,61,78
1267,2015,Toyota,PRIUS PLUG-IN HYBRID,73,88,61,78
1268,2015,Toyota,RAV4,74,79,73,84
1269,2015,Toyota,Sequoia,73,69,76,83
1270,2015,Toyota,Sienna,71,68,73,80
1271,2015,Toyota,TACOMA DOUBLE CAB,75,84,61,89
1272,2015,Toyota,TACOMA REGULAR CAB,78,78,66,90
1273,2015,Toyota,TUNDRA CREWMAX,78,78,66,90
1274,2015,Toyota,Venza,77,83,72,77
1275,2015,Toyota,Yaris,62,72,74,83
1278,2015,Volkswagen,CC,64,56,65,72
1279,2015,Volkswagen,Eos,63,71,70,79
1280,2015,Volkswagen,Golf,75,73,87,71
1281,2015,Volkswagen,Golf GTI,75,73,87,71
1282,2015,Volkswagen,Golf R,75,73,87,71
1283,2015,Volkswagen,Golf SportWagen,75,73,87,71
1284,2015,Volkswagen,JETTA,71,74,76,74
1285,2015,Volkswagen,Passat,72,74,74,70
1286,2015,Volkswagen,Tiguan,74,79,84,72
1287,2015,Volkswagen,e-Golf,75,73,87,71
1288,2015,Volvo,S60,75,73,72,70
1291,2015,Volvo,XC60,75,73,70,72
1292,2015,Volvo,XC70,72,69,65,71
1293,2014,Acura,ILX,77,82,56,73
1294,2014,Acura,MDX,73,63,69,73
1295,2014,Acura,RDX,78,79,64,70
1296,2014,Acura,RLX,74,60,79,68
1297,2014,Acura,TL,81,80,71,73
1298,2014,Audi,A4,83,80,83,69
1299,2014,Audi,A5,81,75,84,68
1300,2014,Audi,A6,82,77,81,67
1301,2014,Audi,A7,85,83,82,67
1302,2014,Audi,Q5,80,74,81,68
1303,2014,Audi,Q7,73,58,75,70
1304,2014,BMW,3 Series,79,80,73,65
1305,2014,BMW,3 SERIES,79,80,73,65
1306,2014,BMW,4 Series,81,80,82,67
1307,2014,BMW,5 Series,80,76,80,66
1308,2014,BMW,5 SERIES,80,76,80,66
1309,2014,BMW,X1,76,79,63,67
1310,2014,BMW,X3,79,78,75,66
1311,2014,BMW,X5,79,73,79,68
1312,2014,Buick,Enclave,77,79,75,69
1313,2014,Buick,Encore,76,80,79,74
1314,2014,Buick,LaCrosse,81,84,68,73
1315,2014,Buick,Regal,78,80,75,71
1316,2014,Buick,Verano,77,84,74,72
1317,2014,Cadillac,ATS,76,70,62,72
1323,2014,Cadillac,Escalade ESV,82,68,73,93
1324,2014,Cadillac,SRX,80,74,70,71
1325,2014,Cadillac,XTS,79,77,68,65
1326,2014,Chevrolet,Camaro,76,79,70,77
1327,2014,Chevrolet,CORVETTE,83,75,82,84
1328,2014,Chevrolet,Cruze,72,80,69,71
1329,2014,Chevrolet,Equinox,78,88,74,73
1330,2014,Chevrolet,Impala,78,76,74,72
1331,2014,Chevrolet,Impala Limited,78,76,74,72
1332,2014,Chevrolet,IMPALA LIMITED,78,76,74,72
1333,2014,Chevrolet,Malibu,75,82,67,75
1334,2014,Chevrolet,SILVERADO 1500 EXTENDED CAB,78,71,70,90
1335,2014,Chevrolet,Sonic,70,76,74,69
1336,2014,Chevrolet,Spark,62,65,69,67
1337,2014,Chevrolet,Spark EV,62,65,69,67
1338,2014,Chevrolet,Suburban,70,62,63,79
1339,2014,Chevrolet,Tahoe,77,79,60,85
1340,2014,Chevrolet,Traverse,71,70,70,72
1341,2014,Chevrolet,Volt,69,74,66,70
1342,2014,Chrysler,200,67,71,70,71
1343,2014,Chrysler,300,73,73,74,74
1344,2014,Chrysler,TOWN & COUNTRY,68,75,69,70
1345,2014,Dodge,Avenger,63,64,67,69
1346,2014,Dodge,Challenger,73,68,81,85
1347,2014,Dodge,Charger,74,66,86,76
1348,2014,Dodge,Dart,63,55,80,74
1349,2014,Dodge,Durango,69,64,77,82
1350,2014,Dodge,GRAND CARAVAN PASSENGER,62,69,60,70
1351,2014,Dodge,Journey,65,73,64,68
1352,2014,Ford,C-Max Energi,62,71,68,80
1353,2014,Ford,C-Max Hybrid,62,71,68,80
1354,2014,Ford,Edge,75,80,75,74
1355,2014,Ford,Escape,70,70,78,75
1356,2014,Ford,Expedition,72,70,68,77
1357,2014,Ford,Expedition EL,72,70,68,77
1358,2014,Ford,Explorer,72,70,76,77
1359,2014,Ford,F150 (HERITAGE) SUPER CAB,79,79,74,86
1360,2014,Ford,Fiesta,57,50,76,67
1361,2014,Ford,Flex,74,74,78,74
1362,2014,Ford,Focus,56,46,70,68
1363,2014,Ford,FOCUS ST,56,46,70,68
1364,2014,Ford,Fusion,72,73,73,73
1365,2014,Ford,Fusion Energi,72,73,73,73
1366,2014,Ford,Mustang,72,77,69,75
1367,2014,Ford,F250 CREW CAB,76,76,63,90
1368,2014,Ford,F350 SUPER CAB,76,76,63,90
1369,2014,Ford,ECONOLINE E250 CARGO,76,76,63,90
1370,2014,Ford,Taurus,75,81,66,70
1371,2014,GMC,Acadia,74,77,70,72
1372,2014,GMC,SIERRA 1500 DOUBLE CAB,76,67,72,89
1373,2014,GMC,SIERRA 2500 HD CREW CAB,78,80,58,90
1374,2014,GMC,Terrain,76,85,72,74
1375,2014,GMC,Yukon,78,78,69,79
1376,2014,GMC,Yukon XL,78,78,69,79
1377,2014,Honda,Accord Hybrid,73,78,73,80
1380,2014,Honda,CR-V,73,82,73,82
1384,2014,Honda,Odyssey,65,62,71,75
1385,2014,Honda,Pilot,72,80,68,75
1386,2014,Honda,Ridgeline,74,88,63,80
1387,2014,Hyundai,Elantra,70,80,68,75
1388,2014,Hyundai,ELANTRA,70,80,68,75
1389,2014,Hyundai,Elantra GT,70,80,68,75
1390,2014,Hyundai,Equus,78,74,78,64
1391,2014,Hyundai,Santa Fe,76,79,77,79
1392,2014,Hyundai,Santa Fe Sport,76,79,77,79
1393,2014,Hyundai,Sonata,76,82,78,74
1394,2014,Hyundai,Sonata Hybrid,76,82,78,74
1395,2014,Hyundai,Tucson,71,78,79,76
1396,2014,INFINITI,Q50,74,63,69,69
1397,2014,INFINITI,Q60,78,70,67,95
1398,2014,INFINITI,QX60,72,54,69,75
1399,2014,Jeep,Cherokee,60,51,77,79
1400,2014,Jeep,Compass,57,64,66,71
1401,2014,Jeep,Grand Cherokee,68,62,78,79
1402,2014,Jeep,Patriot,59,67,67,69
1403,2014,Jeep,Wrangler,62,65,63,87
1404,2014,Jeep,Wrangler Unlimited,62,65,63,87
1405,2014,Kia,Cadenza,80,83,80,75
1406,2014,Kia,Forte,66,67,74,72
1407,2014,Kia,FORTE5,66,67,74,72
1408,2014,Kia,Forte Koup,66,67,74,72
1409,2014,Kia,Optima,75,79,78,73
1410,2014,Kia,Optima Hybrid,75,79,78,73
1411,2014,Kia,Sedona,63,64,66,66
1412,2014,Kia,Sorento,69,76,68,72
1413,2014,Kia,Soul,75,81,78,85
1414,2014,Kia,Sportage,69,74,77,76
1415,2014,Land Rover,Range Rover Sport,72,69,78,70
1420,2014,Lincoln,MKZ,79,77,71,69
1421,2014,Mazda,CX-5,70,78,72,76
1422,2014,Mazda,CX-9,61,57,68,68
1423,2014,Mazda,Mazda3,68,72,75,75
1424,2014,Mazda,Mazda6,66,61,77,72
1425,2014,Mercedes-Benz,C-Class,83,83,70,73
1426,2014,Mercedes-Benz,E-Class,85,85,76,67
1427,2014,Mercedes-Benz,GL-Class,82,74,72,69
1428,2014,Mercedes-Benz,GLK-Class,85,88,72,71
1429,2014,Mercedes-Benz,M-Class,82,76,74,71
1430,2014,Mercedes-Benz,S-Class,85,75,86,65
1431,2014,MINI,CLUBMAN,67,72,64,85
1432,2014,MINI,CONVERTIBLE,67,72,64,95
1433,2014,MINI,COUNTRYMAN,76,76,81,93
1434,2014,MINI,HARDTOP,67,72,64,95
1435,2014,MINI,PACEMAN,67,72,64,90
1436,2014,Mitsubishi,Mirage,57,64,61,65
1437,2014,Mitsubishi,Outlander Sport,65,69,65,72
1438,2014,Nissan,Altima,73,75,73,74
1439,2014,Nissan,FRONTIER CREW CAB,72,79,62,83
1440,2014,Nissan,Maxima,79,82,74,70
1441,2014,Nissan,Murano,75,80,75,68
1442,2014,Nissan,MURANO,75,80,75,68
1443,2014,Nissan,Pathfinder,64,56,72,71
1444,2014,Nissan,Rogue,68,65,77,74
1445,2014,Nissan,Rogue Select,68,65,77,74
1446,2014,Nissan,Sentra,74,80,77,73
1447,2014,Nissan,Versa,61,67,66,68
1448,2014,Nissan,Versa Note,61,67,66,68
1449,2014,Porsche,Cayenne,89,81,86,70
1450,2014,Porsche,Cayman,92,90,80,83
1451,2014,Subaru,Forester,67,67,71,75
1456,2014,Subaru,Legacy,73,80,67,76
1457,2014,Subaru,XV Crosstrek,68,73,74,76
1458,2014,Subaru,XV CROSSTREK,68,73,74,76
1459,2014,Toyota,4Runner,75,73,72,88
1460,2014,Toyota,Avalon,78,84,64,75
