43.163364,-76.509567
31.180076,-85.4045
33.906415,-86.02665
32.233377,-86.208528
61.154834,-149.82865
60.587598,-151.23355
35.630842,-112.052427
33.511325,-112.05711
34.298092,-110.035185
32.247175,-110.82864000000001
35.003712,-78.92179
35.80881,-90.652887
33.46238,-94.0715
39.720955000000004,-121.81888000000001
34.839964,-115.967051
48.909857,-97.09566
33.198024,-92.52891
39.311858,-123.79166
37.60396,-120.937052
33.786594,-118.298662
40.618619,-94.33102
33.016928,-116.846046
34.262834,-119.848555
37.784827,-122.727802
37.889849,-121.253872
34.032383,-119.1343
39.020133,-121.681345
38.82469,-104.562027
39.71222,-105.08918
39.634566,-106.37077
40.027672,-105.3868
41.771166,-72.70255
41.569496,-73.04484
38.893311,-77.014647
44.935076,-89.83699
26.629875,-81.857683
27.871964,-82.438841
28.002553,-81.61864
29.198704,-82.10556
28.566338000000002,-81.260818
30.420997,-87.22305
25.558428,-80.458168
28.470236,-82.59741
27.871964,-82.438841
26.802139,-80.07032
39.982768,-89.68326
42.347289,-85.35242
39.969036,-83.011389
34.193041,-84.092588
32.447036,-81.77772
21.2946,-157.69721
43.459855,-116.243984
42.456273,-114.519536
34.345924,-99.41669
33.891251,-84.07456
39.474889,-88.37421
40.682303,-84.67806
42.119943,-72.604983
40.121789,-99.04457
40.993914,-85.14262
40.450623,-86.12127
40.11594,-87.84208
32.970869,-98.71204
42.02933,-93.60966
41.537059,-93.58072
42.499242,-94.18256
43.153969,-93.20037
42.368406,-96.317951
42.469768,-92.309475
45.810687,-111.33138
38.827875,-97.61553
35.401475,-101.895089
37.67129,-97.4372
36.139826,-96.029725
35.835374,-84.01196
36.531398,-87.353008
26.200001,-98.231166
40.418585,-86.88975
41.703899,-83.605
32.56443,-93.8305
39.138761,-87.83769
35.618434,-80.10517
35.000056,-78.33424
42.338947,-70.919635
41.513879,-89.71842
42.272359,-71.84482
42.30244,-85.22294
42.239933,-83.150823
43.031413,-85.550267
32.300996,-90.18859
42.732535,-84.558679
43.278021,-86.2682
42.824095,-82.66522
42.26549,-85.61098
44.460064,-88.007382
37.622465,-77.61965000000001
44.056047,-94.069828
44.196932,-92.65482
39.076608,-77.1232
31.356642,-89.382415
32.337389,-88.726474
31.535545,-91.35434
37.09416,-94.50169
40.228235,-92.72531
35.124818,-89.86562
41.766003,-90.22322
45.778852,-108.5742
45.905345,-112.637705
46.588803,-112.04193
47.116034,-114.049824
40.916866,-98.38749
41.046447,-100.746912
41.885553,-103.65241
36.121972,-115.0903
42.886486,-71.30019
40.574552,-74.50187
39.379382,-75.03923
34.628472,-103.391269
32.356091,-106.830111
35.606283,-106.075722
42.105375,-75.8876
45.200875,-93.888099
42.129274,-76.84497
41.766003,-90.22322
42.460721,-76.505435
40.706925,-74.008154
44.693271,-73.46617
43.988708,-92.42937
42.573552,-79.09002
41.608196,-73.12099
36.21277,-81.66255
36.980013,-79.88027
36.080707,-80.0244
43.363881,-93.6468
37.844963,-88.54416
36.027482,-80.20728
46.900348,-96.80016
44.154921,-70.33319
41.871212,-80.79178
34.261752,-99.5202
35.219532,-84.86489
39.740509,-84.178939
41.811139,-77.06939
41.703899,-83.605
41.100296,-80.64962
34.608348,-98.39414
35.481507,-97.6423
36.139826,-96.029725
44.565648,-123.27906
43.863845,-122.99879
42.446396,-71.459405
45.173284,-122.259861
37.288384,-80.067062
40.261516,-76.880884
40.261516,-76.880884
40.164556,-74.57785
40.011562,-75.1839
33.928949,-83.73524
33.927936,-79.76429
39.590417,-83.11298
41.871766,-71.558518
34.005992,-80.970766
34.924876,-82.433132
33.798844,-78.739531
44.076106,-103.317149
43.537075,-96.69527
35.017818,-85.206426
36.141824,-85.454779
35.935134,-83.750258
31.205388,-83.246084
40.706925,-74.008154
33.926753,-84.33877
35.401475,-101.895089
30.065029,-94.18031
30.571905,-96.29882
32.77003,-96.69
29.763171,-101.230032
40.593036,-86.23191
31.036287,-97.492017
33.610018,-101.821292
31.86577,-102.45367
29.437532,-98.461582
42.886982,-88.20955
40.538843,-75.568502
31.584132,-97.18558
41.780998,-111.80904
40.176975,-111.536036
38.775185,-95.52869
38.00847,-78.47803
38.184716,-77.662559
31.765818,-91.82382
37.232027,-80.42127
37.236753,-79.93549
46.216165,-116.62363
38.8702,-84.2025
47.085046,-122.78376
47.432251,-121.803388
47.69399,-117.43979
46.605303,-120.61762
40.27453,-82.34436
39.351269,-86.26806
42.576102,-92.78183
39.351269,-86.26806
44.726626,-91.285931
42.729359,-89.030111
46.792982,-117.91313
43.086711,-87.9749
44.416326,-88.464873
41.219107,-104.661244
