,make,year,model,rating,source
1317,Toyota,2017,Tundra 2WD,84,jdpower.com
1318,Toyota,2017,Tundra 4WD,84,jdpower.com
1319,Toyota,2017,Yaris,72,jdpower.com
1320,Toyota,2017,Yaris iA,72,jdpower.com
1321,Volkswagen,2017,Beetle,75,jdpower.com
1322,Volkswagen,2017,Beetle Convertible,75,jdpower.com
1323,Volkswagen,2017,Golf,75,jdpower.com
1324,Volkswagen,2017,Golf Alltrack,75,jdpower.com
1325,Volkswagen,2017,Golf GTI,75,jdpower.com
1326,Volkswagen,2017,Golf R,75,jdpower.com
1327,Volkswagen,2017,Golf SportWagen,75,jdpower.com
1328,Volkswagen,2017,Jetta,78,jdpower.com
1329,Volkswagen,2017,Passat,78,jdpower.com
1330,Volkswagen,2017,Tiguan,76,jdpower.com
1331,Volkswagen,2017,Tiguan Limited,76,jdpower.com
1332,Volkswagen,2017,Touareg,80,jdpower.com
1333,Volkswagen,2017,e-Golf,75,jdpower.com
1334,Volvo,2017,S60,78,jdpower.com
1335,Volvo,2017,S60 Cross Country,78,jdpower.com
1336,Volvo,2017,S90,79,jdpower.com
1337,Volvo,2017,V60,-1,jdpower.com
1338,Volvo,2017,V60 Cross Country,-1,jdpower.com
1339,Volvo,2017,V90 Cross Country,-1,jdpower.com
1340,Volvo,2017,XC60,74,jdpower.com
1341,Volvo,2017,XC90,74,jdpower.com
1342,Acura,2016,ILX,76,jdpower.com
1343,Acura,2016,MDX,69,jdpower.com
1344,Acura,2016,RDX,80,jdpower.com
1345,Acura,2016,RLX,-1,jdpower.com
1346,Acura,2016,TLX,80,jdpower.com
1347,Audi,2016,A3,81,jdpower.com
1348,Audi,2016,A3 e-tron,81,jdpower.com
1349,Audi,2016,A4,84,jdpower.com
1350,Audi,2016,A5,84,jdpower.com
1351,Audi,2016,A6,85,jdpower.com
1352,Audi,2016,A7,87,jdpower.com
1353,Audi,2016,A8 L,-1,jdpower.com
1354,Audi,2016,Q3,79,jdpower.com
1355,Audi,2016,Q5,80,jdpower.com
1356,Audi,2016,RS 7,-1,jdpower.com
1357,Audi,2016,S3,-1,jdpower.com
1358,Audi,2016,S4,-1,jdpower.com
1359,Audi,2016,S5,-1,jdpower.com
1360,Audi,2016,S6,-1,jdpower.com
1361,Audi,2016,S7,-1,jdpower.com
1362,Audi,2016,S8,-1,jdpower.com
1363,Audi,2016,SQ5,-1,jdpower.com
1364,Audi,2016,allroad,-1,jdpower.com
1365,Bentley,2016,Continental GT,-1,jdpower.com
1366,Bentley,2016,Flying Spur,-1,jdpower.com
1367,Bentley,2016,Mulsanne,-1,jdpower.com
1368,BMW,2016,2 Series,84,jdpower.com
1369,BMW,2016,3 Series,82,jdpower.com
1370,BMW,2016,3 Series Gran Turismo,-1,jdpower.com
1371,BMW,2016,4 Series,84,jdpower.com
1372,BMW,2016,5 Series,86,jdpower.com
1373,BMW,2016,5 Series Gran Turismo,-1,jdpower.com
1374,BMW,2016,6 Series,-1,jdpower.com
1375,BMW,2016,7 Series,83,jdpower.com
1376,BMW,2016,M2,-1,jdpower.com
1377,BMW,2016,M3,-1,jdpower.com
1378,BMW,2016,M4,-1,jdpower.com
1379,BMW,2016,M5,-1,jdpower.com
1380,BMW,2016,M6,-1,jdpower.com
1381,BMW,2016,X1,77,jdpower.com
1382,BMW,2016,X3,84,jdpower.com
1383,BMW,2016,X4,79,jdpower.com
1384,BMW,2016,X5,82,jdpower.com
1385,BMW,2016,X5 M,-1,jdpower.com
1386,BMW,2016,X5 eDrive,-1,jdpower.com
1387,BMW,2016,X6,82,jdpower.com
1388,BMW,2016,X6 M,-1,jdpower.com
1389,BMW,2016,Z4,-1,jdpower.com
1390,BMW,2016,i3,-1,jdpower.com
1391,BMW,2016,i8,-1,jdpower.com
1392,Buick,2016,Cascada,75,jdpower.com
1393,Buick,2016,Enclave,77,jdpower.com
1394,Buick,2016,Encore,76,jdpower.com
1395,Buick,2016,Envision,-1,jdpower.com
1396,Buick,2016,LaCrosse,86,jdpower.com
1397,Buick,2016,Regal,81,jdpower.com
1398,Buick,2016,Verano,80,jdpower.com
1399,Cadillac,2016,ATS Coupe,79,jdpower.com
1400,Cadillac,2016,ATS Sedan,79,jdpower.com
1401,Cadillac,2016,ATS-V Coupe,79,jdpower.com
1402,Cadillac,2016,ATS-V Sedan,79,jdpower.com
1403,Cadillac,2016,CT6,-1,jdpower.com
1404,Cadillac,2016,CTS Sedan,80,jdpower.com
1405,Cadillac,2016,CTS-V Sedan,80,jdpower.com
1406,Cadillac,2016,ELR,-1,jdpower.com
1407,Cadillac,2016,Escalade,74,jdpower.com
1408,Cadillac,2016,Escalade ESV,74,jdpower.com
1409,Cadillac,2016,SRX,82,jdpower.com
1410,Cadillac,2016,XTS,82,jdpower.com
1411,Chevrolet,2016,Camaro,79,jdpower.com
1412,Chevrolet,2016,Colorado,76,jdpower.com
1413,Chevrolet,2016,Corvette,86,jdpower.com
1414,Chevrolet,2016,Cruze,77,jdpower.com
1415,Chevrolet,2016,Cruze Limited,-1,jdpower.com
1416,Chevrolet,2016,Equinox,80,jdpower.com
1417,Chevrolet,2016,Express Passenger,-1,jdpower.com
1418,Chevrolet,2016,Impala,85,jdpower.com
1419,Chevrolet,2016,Impala Limited,85,jdpower.com
1420,Chevrolet,2016,Impala Limited Police,85,jdpower.com
1421,Chevrolet,2016,Malibu,78,jdpower.com
1422,Chevrolet,2016,Malibu Limited,78,jdpower.com
1423,Chevrolet,2016,SS,-1,jdpower.com
1424,Chevrolet,2016,Silverado 1500,85,jdpower.com
1425,Chevrolet,2016,Silverado 2500HD,-1,jdpower.com
1426,Chevrolet,2016,Silverado 3500HD,-1,jdpower.com
1427,Chevrolet,2016,Sonic,75,jdpower.com
1428,Chevrolet,2016,Spark,57,jdpower.com
1429,Chevrolet,2016,Spark EV,57,jdpower.com
1430,Chevrolet,2016,Suburban,75,jdpower.com
1431,Chevrolet,2016,Tahoe,79,jdpower.com
1432,Chevrolet,2016,Traverse,77,jdpower.com
1433,Chevrolet,2016,Trax,69,jdpower.com
1434,Chevrolet,2016,Volt,70,jdpower.com
1435,Chrysler,2016,200,66,jdpower.com
1436,Chrysler,2016,300,71,jdpower.com
1437,Chrysler,2016,Town and Country,-1,jdpower.com
1438,Dodge,2016,Challenger,83,jdpower.com
1439,Dodge,2016,Charger,77,jdpower.com
1440,Dodge,2016,Dart,64,jdpower.com
1441,Dodge,2016,Durango,76,jdpower.com
1442,Dodge,2016,Grand Caravan,63,jdpower.com
1443,Dodge,2016,Journey,62,jdpower.com
1444,Dodge,2016,Viper,-1,jdpower.com
1445,Ferrari,2016,488 GTB,-1,jdpower.com
1446,Ferrari,2016,488 Spider,-1,jdpower.com
1447,Ferrari,2016,California,-1,jdpower.com
1448,Ferrari,2016,F12berlinetta,-1,jdpower.com
1449,FIAT,2016,500,42,jdpower.com
1450,FIAT,2016,500L,53,jdpower.com
1451,FIAT,2016,500X,53,jdpower.com
1452,FIAT,2016,500c,42,jdpower.com
1453,FIAT,2016,500e,-1,jdpower.com
1454,Ford,2016,C-Max Energi,-1,jdpower.com
1455,Ford,2016,C-Max Hybrid,-1,jdpower.com
1456,Ford,2016,Edge,78,jdpower.com
1457,Ford,2016,Escape,75,jdpower.com
1458,Ford,2016,Expedition,76,jdpower.com
1459,Ford,2016,Expedition EL,76,jdpower.com
1460,Ford,2016,Explorer,70,jdpower.com
1461,Ford,2016,F-150,80,jdpower.com
1462,Ford,2016,Fiesta,64,jdpower.com
1463,Ford,2016,Flex,-1,jdpower.com
1464,Ford,2016,Focus,64,jdpower.com
1465,Ford,2016,Focus Electric,64,jdpower.com
1466,Ford,2016,Fusion,76,jdpower.com
1467,Ford,2016,Fusion Energi,76,jdpower.com
1468,Ford,2016,Mustang,78,jdpower.com
1469,Ford,2016,Sedan Police Interceptor,-1,jdpower.com
1470,Ford,2016,Super Duty F-250 SRW,78,jdpower.com
1471,Ford,2016,Super Duty F-350 DRW,78,jdpower.com
1472,Ford,2016,Super Duty F-350 SRW,78,jdpower.com
1473,Ford,2016,Super Duty F-450 DRW,-1,jdpower.com
1474,Ford,2016,Taurus,-1,jdpower.com
1475,Ford,2016,Transit Connect Wagon,-1,jdpower.com
1476,Ford,2016,Transit Wagon,-1,jdpower.com
1477,Ford,2016,Utility Police Interceptor,-1,jdpower.com
1478,GMC,2016,Acadia,70,jdpower.com
1479,GMC,2016,Canyon,73,jdpower.com
1480,GMC,2016,Savana Passenger,-1,jdpower.com
1481,GMC,2016,Sierra 1500,80,jdpower.com
1482,GMC,2016,Sierra 2500HD,-1,jdpower.com
1483,GMC,2016,Sierra 3500HD,-1,jdpower.com
1484,GMC,2016,Terrain,78,jdpower.com
1485,GMC,2016,Yukon,73,jdpower.com
1486,GMC,2016,Yukon XL,73,jdpower.com
1487,Honda,2016,Accord Coupe,79,jdpower.com
1488,Honda,2016,Accord Sedan,79,jdpower.com
1489,Honda,2016,CR-V,73,jdpower.com
1490,Honda,2016,CR-Z,-1,jdpower.com
1491,Honda,2016,Civic Coupe,70,jdpower.com
1492,Honda,2016,Civic Sedan,70,jdpower.com
1493,Honda,2016,Fit,68,jdpower.com
1494,Honda,2016,HR-V,66,jdpower.com
1495,Honda,2016,Odyssey,70,jdpower.com
1496,Honda,2016,Pilot,68,jdpower.com
1497,Hyundai,2016,Accent,69,jdpower.com
1498,Hyundai,2016,Azera,74,jdpower.com
1499,Hyundai,2016,Elantra,72,jdpower.com
1500,Hyundai,2016,Elantra GT,72,jdpower.com
1501,Hyundai,2016,Equus,-1,jdpower.com
1502,Hyundai,2016,Genesis,80,jdpower.com
1503,Hyundai,2016,Genesis Coupe,80,jdpower.com
1504,Hyundai,2016,Santa Fe,77,jdpower.com
1505,Hyundai,2016,Santa Fe Sport,77,jdpower.com
1506,Hyundai,2016,Sonata,78,jdpower.com
1507,Hyundai,2016,Sonata Hybrid,78,jdpower.com
1508,Hyundai,2016,Sonata Plug-In Hybrid,78,jdpower.com
1509,Hyundai,2016,Tucson,70,jdpower.com
1510,Hyundai,2016,Veloster,70,jdpower.com
1511,INFINITI,2016,Q50,-1,jdpower.com
1512,INFINITI,2016,Q70,-1,jdpower.com
1513,INFINITI,2016,Q70L,-1,jdpower.com
1514,INFINITI,2016,Q70h,-1,jdpower.com
1515,INFINITI,2016,QX50,84,jdpower.com
1516,INFINITI,2016,QX60,-1,jdpower.com
1517,INFINITI,2016,QX70,-1,jdpower.com
1518,INFINITI,2016,QX80,87,jdpower.com
1519,Jaguar,2016,F-TYPE,76,jdpower.com
1520,Jaguar,2016,XF,74,jdpower.com
1521,Jaguar,2016,XJ,-1,jdpower.com
1522,Jeep,2016,Cherokee,71,jdpower.com
1523,Jeep,2016,Compass,63,jdpower.com
1524,Jeep,2016,Grand Cherokee,75,jdpower.com
1525,Jeep,2016,Patriot,62,jdpower.com
1526,Jeep,2016,Renegade,62,jdpower.com
1527,Jeep,2016,Wrangler,65,jdpower.com
1528,Jeep,2016,Wrangler Unlimited,65,jdpower.com
1529,Kia,2016,Cadenza,-1,jdpower.com
1530,Kia,2016,Forte,73,jdpower.com
1531,Kia,2016,Forte 5-Door,-1,jdpower.com
1532,Kia,2016,Forte Koup,73,jdpower.com
1533,Kia,2016,K900,-1,jdpower.com
1534,Kia,2016,Optima,77,jdpower.com
1535,Kia,2016,Optima Hybrid,77,jdpower.com
1536,Kia,2016,Rio,58,jdpower.com
1537,Kia,2016,Sedona,70,jdpower.com
1538,Kia,2016,Sorento,75,jdpower.com
1539,Kia,2016,Soul,79,jdpower.com
1540,Kia,2016,Soul EV,-1,jdpower.com
1541,Kia,2016,Sportage,73,jdpower.com
1542,Lamborghini,2016,Aventador,-1,jdpower.com
1543,Lamborghini,2016,Huracan,-1,jdpower.com
1544,Lexus,2016,CT 200h,-1,jdpower.com
1545,Lexus,2016,ES 300h,-1,jdpower.com
1546,Lexus,2016,ES 350,-1,jdpower.com
1547,Lexus,2016,GS 200t,-1,jdpower.com
1548,Lexus,2016,GS 350,-1,jdpower.com
1549,Lexus,2016,GS 450h,-1,jdpower.com
1550,Lexus,2016,GS F,-1,jdpower.com
1551,Lexus,2016,GX 460,-1,jdpower.com
1552,Lexus,2016,IS 200t,-1,jdpower.com
1553,Lexus,2016,IS 300,-1,jdpower.com
1554,Lexus,2016,IS 350,-1,jdpower.com
1555,Lexus,2016,LS 460,-1,jdpower.com
1556,Lexus,2016,LS 600h L,-1,jdpower.com
1557,Lexus,2016,LX 570,-1,jdpower.com
1558,Lexus,2016,NX 200t,-1,jdpower.com
1559,Lexus,2016,NX 300h,-1,jdpower.com
1560,Lexus,2016,RC 200t,-1,jdpower.com
1561,Lexus,2016,RC 300,-1,jdpower.com
1562,Lexus,2016,RC 350,-1,jdpower.com
1563,Lexus,2016,RC F,-1,jdpower.com
1564,Lexus,2016,RX 350,-1,jdpower.com
1565,Lexus,2016,RX 450h,-1,jdpower.com
1566,Lincoln,2016,MKC,80,jdpower.com
1567,Lincoln,2016,MKS,-1,jdpower.com
1568,Lincoln,2016,MKT,-1,jdpower.com
1569,Lincoln,2016,MKX,79,jdpower.com
1570,Lincoln,2016,MKZ,85,jdpower.com
1571,Lincoln,2016,Navigator,82,jdpower.com
1572,Lincoln,2016,Navigator L,82,jdpower.com
1573,Maserati,2016,Ghibli,-1,jdpower.com
1574,Maserati,2016,GranTurismo,-1,jdpower.com
1575,Maserati,2016,GranTurismo Convertible,-1,jdpower.com
1576,Maserati,2016,Quattroporte,-1,jdpower.com
1577,Mazda,2016,CX-3,64,jdpower.com
1578,Mazda,2016,CX-5,67,jdpower.com
1579,Mazda,2016,CX-9,-1,jdpower.com
1580,Mazda,2016,MX-5 Miata,71,jdpower.com
1581,Mazda,2016,Mazda3,71,jdpower.com
1582,Mazda,2016,Mazda6,74,jdpower.com
1583,McLaren,2016,570S,-1,jdpower.com
1584,McLaren,2016,675LT,-1,jdpower.com
1585,Mercedes-Benz,2016,AMG GT,-1,jdpower.com
1586,Mercedes-Benz,2016,B-Class,-1,jdpower.com
1587,Mercedes-Benz,2016,C-Class,85,jdpower.com
1588,Mercedes-Benz,2016,CLA,79,jdpower.com
1589,Mercedes-Benz,2016,CLS,-1,jdpower.com
1590,Mercedes-Benz,2016,E-Class,84,jdpower.com
1591,Mercedes-Benz,2016,G-Class,-1,jdpower.com
1592,Mercedes-Benz,2016,GL,-1,jdpower.com
1593,Mercedes-Benz,2016,GLA,72,jdpower.com
1594,Mercedes-Benz,2016,GLC,78,jdpower.com
1595,Mercedes-Benz,2016,GLE,86,jdpower.com
1596,Mercedes-Benz,2016,Metris Passenger Van,-1,jdpower.com
1597,Mercedes-Benz,2016,S-Class,86,jdpower.com
1598,Mercedes-Benz,2016,SL,-1,jdpower.com
1599,Mercedes-Benz,2016,SLK,-1,jdpower.com
1600,Mercedes-Benz,2016,Sprinter Passenger Vans,-1,jdpower.com
1601,MINI,2016,Cooper Clubman,-1,jdpower.com
1602,MINI,2016,Cooper Convertible,-1,jdpower.com
1603,MINI,2016,Cooper Countryman,-1,jdpower.com
1604,MINI,2016,Cooper Hardtop,78,jdpower.com
1605,MINI,2016,Cooper Hardtop 4 Door,78,jdpower.com
1606,MINI,2016,Cooper Paceman,-1,jdpower.com
1607,Mitsubishi,2016,Lancer,-1,jdpower.com
1608,Mitsubishi,2016,Outlander,70,jdpower.com
1609,Mitsubishi,2016,Outlander Sport,-1,jdpower.com
1610,Mitsubishi,2016,i-MiEV,-1,jdpower.com
1611,Nissan,2016,370Z,-1,jdpower.com
1612,Nissan,2016,Altima,79,jdpower.com
1613,Nissan,2016,Frontier,71,jdpower.com
1614,Nissan,2016,GT-R,-1,jdpower.com
1615,Nissan,2016,JUKE,59,jdpower.com
1616,Nissan,2016,LEAF,59,jdpower.com
1617,Nissan,2016,Maxima,80,jdpower.com
1618,Nissan,2016,Murano,73,jdpower.com
1619,Nissan,2016,NVP,-1,jdpower.com
1620,Nissan,2016,Pathfinder,70,jdpower.com
1621,Nissan,2016,Quest,-1,jdpower.com
1622,Nissan,2016,Rogue,72,jdpower.com
1623,Nissan,2016,Sentra,-1,jdpower.com
1624,Nissan,2016,Titan XD,-1,jdpower.com
1625,Nissan,2016,Versa,68,jdpower.com
1626,Nissan,2016,Versa Note,68,jdpower.com
1627,Porsche,2016,911,94,jdpower.com
1628,Porsche,2016,Boxster,90,jdpower.com
1629,Porsche,2016,Cayenne,88,jdpower.com
1630,Porsche,2016,Cayman,87,jdpower.com
1631,Porsche,2016,Macan,90,jdpower.com
1632,Rolls-Royce,2016,Dawn,-1,jdpower.com
1633,Rolls-Royce,2016,Ghost,-1,jdpower.com
1634,Rolls-Royce,2016,Phantom,-1,jdpower.com
1635,Rolls-Royce,2016,Phantom Coupe,-1,jdpower.com
1636,Rolls-Royce,2016,Wraith,-1,jdpower.com
1637,Scion,2016,FR-S,61,jdpower.com
1638,Scion,2016,iA,63,jdpower.com
1639,Scion,2016,iM,68,jdpower.com
1640,Scion,2016,tC,68,jdpower.com
1641,smart,2016,fortwo,51,jdpower.com
1642,smart,2016,fortwo electric drive,-1,jdpower.com
1643,Subaru,2016,BRZ,63,jdpower.com
1644,Subaru,2016,Crosstrek,75,jdpower.com
1645,Subaru,2016,Crosstrek Hybrid,-1,jdpower.com
1646,Subaru,2016,Forester,76,jdpower.com
1647,Subaru,2016,Impreza Sedan,71,jdpower.com
1648,Subaru,2016,Impreza Wagon,71,jdpower.com
1649,Subaru,2016,Legacy,77,jdpower.com
1650,Subaru,2016,Outback,75,jdpower.com
1651,Subaru,2016,WRX,68,jdpower.com
1652,Subaru,2016,WRX STI,68,jdpower.com
1653,Toyota,2016,4Runner,77,jdpower.com
1654,Toyota,2016,Avalon,79,jdpower.com
1655,Toyota,2016,Avalon Hybrid,-1,jdpower.com
1656,Toyota,2016,Camry,82,jdpower.com
1657,Toyota,2016,Camry Hybrid,82,jdpower.com
1658,Toyota,2016,Corolla,82,jdpower.com
1659,Toyota,2016,Highlander,79,jdpower.com
1660,Toyota,2016,Highlander Hybrid,-1,jdpower.com
1661,Toyota,2016,Land Cruiser,-1,jdpower.com
1662,Toyota,2016,Mirai,-1,jdpower.com
1663,Toyota,2016,Prius,77,jdpower.com
1664,Toyota,2016,Prius c,-1,jdpower.com
1665,Toyota,2016,Prius v,76,jdpower.com
1666,Toyota,2016,RAV4,79,jdpower.com
1667,Toyota,2016,RAV4 Hybrid,79,jdpower.com
1668,Toyota,2016,Sequoia,75,jdpower.com
1669,Toyota,2016,Sienna,75,jdpower.com
1670,Toyota,2016,Tacoma,70,jdpower.com
1671,Toyota,2016,Tundra 2WD Truck,84,jdpower.com
1672,Toyota,2016,Tundra 4WD Truck,84,jdpower.com
1673,Toyota,2016,Yaris,-1,jdpower.com
1674,Volkswagen,2016,Beetle Convertible,78,jdpower.com
1675,Volkswagen,2016,Beetle Coupe,78,jdpower.com
1676,Volkswagen,2016,CC,-1,jdpower.com
1677,Volkswagen,2016,Eos,-1,jdpower.com
1678,Volkswagen,2016,Golf,74,jdpower.com
1679,Volkswagen,2016,Golf GTI,-1,jdpower.com
1680,Volkswagen,2016,Golf R,-1,jdpower.com
1681,Volkswagen,2016,Golf SportWagen,74,jdpower.com
1682,Volkswagen,2016,Jetta Sedan,76,jdpower.com
1683,Volkswagen,2016,Passat,79,jdpower.com
1684,Volkswagen,2016,Tiguan,77,jdpower.com
1685,Volkswagen,2016,Touareg,76,jdpower.com
1686,Volkswagen,2016,e-Golf,-1,jdpower.com
1687,Volvo,2016,S60,78,jdpower.com
1688,Volvo,2016,S60 Cross Country,-1,jdpower.com
1689,Volvo,2016,S60 Inscription,78,jdpower.com
1690,Volvo,2016,S80,-1,jdpower.com
1691,Volvo,2016,V60,69,jdpower.com
1692,Volvo,2016,V60 Cross Country,69,jdpower.com
1693,Volvo,2016,XC60,76,jdpower.com
1694,Volvo,2016,XC70,72,jdpower.com
1695,Volvo,2016,XC90,67,jdpower.com
1696,Volvo,2016,XC90 Hybrid,67,jdpower.com
1697,Acura,2015,ILX,74,jdpower.com
1698,Acura,2015,MDX,78,jdpower.com
1699,Acura,2015,RDX,76,jdpower.com
1700,Acura,2015,RLX,81,jdpower.com
1701,Acura,2015,TLX,73,jdpower.com
1702,Audi,2015,A3,81,jdpower.com
1703,Audi,2015,A4,83,jdpower.com
1704,Audi,2015,A5,84,jdpower.com
1705,Audi,2015,A6,82,jdpower.com
1706,Audi,2015,A7,84,jdpower.com
1707,Audi,2015,A8,82,jdpower.com
1708,Audi,2015,A8 L,-1,jdpower.com
1709,Audi,2015,Q3,82,jdpower.com
1710,Audi,2015,Q5,80,jdpower.com
1711,Audi,2015,Q7,74,jdpower.com
1712,Audi,2015,RS 5,-1,jdpower.com
1713,Audi,2015,RS 7,-1,jdpower.com
1714,Audi,2015,S3,-1,jdpower.com
1715,Audi,2015,S4,-1,jdpower.com
1716,Audi,2015,S5,-1,jdpower.com
1717,Audi,2015,S6,-1,jdpower.com
1718,Audi,2015,S7,-1,jdpower.com
1719,Audi,2015,S8,-1,jdpower.com
1720,Audi,2015,SQ5,-1,jdpower.com
1721,Audi,2015,TT,-1,jdpower.com
1722,Audi,2015,TTS,-1,jdpower.com
1723,Audi,2015,allroad,74,jdpower.com
1724,Bentley,2015,Continental GT,-1,jdpower.com
1725,Bentley,2015,Continental GT Speed,-1,jdpower.com
1726,Bentley,2015,Continental GT V8 S,-1,jdpower.com
1727,Bentley,2015,Flying Spur,-1,jdpower.com
1728,Bentley,2015,Mulsanne,-1,jdpower.com
1729,Buick,2015,Enclave,81,jdpower.com
1730,Buick,2015,Encore,74,jdpower.com
1731,Buick,2015,Verano,-1,jdpower.com
1732,Cadillac,2015,ATS Coupe,77,jdpower.com
1733,Cadillac,2015,ATS Sedan,77,jdpower.com
1734,Cadillac,2015,CTS Sedan,79,jdpower.com
1735,Cadillac,2015,CTS-V Coupe,79,jdpower.com
1736,Cadillac,2015,Escalade,72,jdpower.com
1737,Cadillac,2015,Escalade ESV,72,jdpower.com
1738,Cadillac,2015,SRX,81,jdpower.com
1739,Cadillac,2015,XTS,79,jdpower.com
1740,Chevrolet,2015,Camaro,76,jdpower.com
1741,Chevrolet,2015,Caprice Police Patrol Vehicle,-1,jdpower.com
1742,Chevrolet,2015,Captiva Sport Fleet,-1,jdpower.com
1743,Chevrolet,2015,Colorado,75,jdpower.com
1744,Chevrolet,2015,Corvette,79,jdpower.com
1745,Chevrolet,2015,Cruze,74,jdpower.com
1746,Chevrolet,2015,Equinox,78,jdpower.com
1747,Chevrolet,2015,Express Passenger,-1,jdpower.com
1748,Chevrolet,2015,Impala,82,jdpower.com
1749,Chevrolet,2015,Impala Limited,82,jdpower.com
1750,Chevrolet,2015,Impala Limited Police,82,jdpower.com
1751,Chevrolet,2015,Malibu,81,jdpower.com
1752,Chevrolet,2015,SS,-1,jdpower.com
1753,Chevrolet,2015,Silverado 1500,82,jdpower.com
1754,Chevrolet,2015,Silverado 2500HD Built After Aug 14,80,jdpower.com
1755,Chevrolet,2015,Sonic,72,jdpower.com
1756,Chevrolet,2015,Spark,58,jdpower.com
1757,Chevrolet,2015,Spark EV,58,jdpower.com
1758,Chevrolet,2015,Suburban,71,jdpower.com
1759,Chevrolet,2015,Traverse,80,jdpower.com
1760,Chevrolet,2015,Trax,75,jdpower.com
1761,Chevrolet,2015,Volt,70,jdpower.com
1762,Chrysler,2015,200,63,jdpower.com
1763,Chrysler,2015,300,71,jdpower.com
1764,Chrysler,2015,Town and Country,-1,jdpower.com
1765,Dodge,2015,Challenger,81,jdpower.com
1766,Dodge,2015,Charger,77,jdpower.com
1767,Dodge,2015,Dart,67,jdpower.com
1768,Dodge,2015,Durango,74,jdpower.com
1769,Dodge,2015,Grand Caravan,61,jdpower.com
1770,Dodge,2015,Journey,66,jdpower.com
1771,Dodge,2015,Viper,-1,jdpower.com
1772,FIAT,2015,500,54,jdpower.com
1773,FIAT,2015,500L,-1,jdpower.com
1774,FIAT,2015,500c,-1,jdpower.com
1775,FIAT,2015,500e,54,jdpower.com
1776,Ford,2015,C-Max Energi,70,jdpower.com
1777,Ford,2015,C-Max Hybrid,70,jdpower.com
1778,Ford,2015,Edge,-1,jdpower.com
1779,Ford,2015,Escape,74,jdpower.com
1780,Ford,2015,Expedition,74,jdpower.com
1781,Ford,2015,Expedition EL,74,jdpower.com
1782,Ford,2015,Explorer,70,jdpower.com
1783,Ford,2015,F-150,85,jdpower.com
1784,Ford,2015,Fiesta,59,jdpower.com
1785,Ford,2015,Flex,-1,jdpower.com
1786,Ford,2015,Focus,64,jdpower.com
1787,Ford,2015,Focus Electric,64,jdpower.com
1788,Ford,2015,Fusion,73,jdpower.com
1789,Ford,2015,Fusion Energi,73,jdpower.com
1790,Ford,2015,Mustang,75,jdpower.com
1791,Ford,2015,Sedan Police Interceptor,-1,jdpower.com
1792,Ford,2015,Super Duty F-250 SRW,79,jdpower.com
1793,Ford,2015,Super Duty F-350 DRW,79,jdpower.com
1794,Ford,2015,Super Duty F-350 SRW,79,jdpower.com
1795,Ford,2015,Super Duty F-450 DRW,-1,jdpower.com
1796,Ford,2015,Taurus,78,jdpower.com
1797,Ford,2015,Transit Connect Wagon,54,jdpower.com
1798,Ford,2015,Transit Wagon,54,jdpower.com
1799,Ford,2015,Utility Police Interceptor,-1,jdpower.com
1800,GMC,2015,Acadia,75,jdpower.com
1801,GMC,2015,Canyon,73,jdpower.com
1802,GMC,2015,Savana Passenger,-1,jdpower.com
1803,GMC,2015,Sierra 1500,79,jdpower.com
1804,GMC,2015,Terrain,78,jdpower.com
1805,GMC,2015,Yukon,72,jdpower.com
1806,GMC,2015,Yukon XL,72,jdpower.com
1807,Honda,2015,Accord Hybrid,76,jdpower.com
1808,Honda,2015,Accord Sedan,76,jdpower.com
1809,Honda,2015,CR-V,71,jdpower.com
1810,Honda,2015,CR-Z,-1,jdpower.com
1811,Honda,2015,Civic Coupe,73,jdpower.com
1812,Honda,2015,Civic Hybrid,73,jdpower.com
1813,Honda,2015,Civic Sedan,73,jdpower.com
1814,Honda,2015,Crosstour,66,jdpower.com
1815,Honda,2015,Fit,64,jdpower.com
1816,Honda,2015,Odyssey,74,jdpower.com
1817,Honda,2015,Pilot,70,jdpower.com
1818,Hyundai,2015,Accent,59,jdpower.com
1819,Hyundai,2015,Azera,-1,jdpower.com
1820,Hyundai,2015,Elantra,72,jdpower.com
1821,Hyundai,2015,Elantra GT,72,jdpower.com
1822,Hyundai,2015,Equus,-1,jdpower.com
1823,Hyundai,2015,Genesis,78,jdpower.com
1824,Hyundai,2015,Genesis Coupe,68,jdpower.com
1825,Hyundai,2015,Santa Fe,78,jdpower.com
1826,Hyundai,2015,Santa Fe Sport,78,jdpower.com
1827,Hyundai,2015,Sonata,79,jdpower.com
1828,Hyundai,2015,Sonata Hybrid,79,jdpower.com
1829,Hyundai,2015,Tucson,75,jdpower.com
1830,Hyundai,2015,Veloster,67,jdpower.com
1831,INFINITI,2015,Q40,83,jdpower.com
1832,INFINITI,2015,Q50,81,jdpower.com
1833,INFINITI,2015,Q60 Convertible,-1,jdpower.com
1834,INFINITI,2015,Q60 Coupe,-1,jdpower.com
1835,INFINITI,2015,Q70,85,jdpower.com
1836,INFINITI,2015,Q70L,85,jdpower.com
1837,INFINITI,2015,Q70h,-1,jdpower.com
1838,INFINITI,2015,QX50,76,jdpower.com
1839,INFINITI,2015,QX60,80,jdpower.com
1840,INFINITI,2015,QX70,83,jdpower.com
1841,INFINITI,2015,QX80,88,jdpower.com
1842,Jaguar,2015,F-TYPE,78,jdpower.com
1843,Jaguar,2015,XF,73,jdpower.com
1844,Jaguar,2015,XJ,-1,jdpower.com
1845,Jaguar,2015,XK,-1,jdpower.com
