,Year,Make,Model,Overall,Quality_And_Reliability,Driving_Experience,Resale
0,2011,Nissan,Murano CrossCabriolet,79,85,73,67
0,2011,Nissan,Pathfinder,68,74,65,71
0,2011,Nissan,Rogue,65,75,65,72
0,2011,Nissan,Sentra,66,76,65,70
0,2011,Nissan,Titan,74,70,63,85
0,2011,Nissan,Xterra,69,81,63,73
0,2011,Porsche,911,91,91,78,69
0,2011,Porsche,Cayenne,86,76,87,69
0,2011,Scion,tC,63,60,78,68
0,2011,Scion,xB,72,81,69,75
0,2011,Subaru,Forester,66,80,60,74
0,2011,Subaru,Impreza Sedan,68,74,68,75
0,2011,Subaru,Impreza Sedan WRX,68,74,68,75
0,2011,Subaru,Impreza Wagon,68,74,68,75
0,2011,Subaru,Impreza Wagon WRX,68,74,68,75
0,2011,Subaru,Legacy,72,76,68,76
0,2011,Toyota,4Runner,79,85,66,88
0,2011,Toyota,Avalon,84,90,64,74
0,2011,Toyota,Camry,76,86,64,78
0,2011,Toyota,Camry Hybrid,76,86,64,78
0,2011,Toyota,Corolla,72,86,62,80
0,2011,Toyota,FJ Cruiser,77,86,70,78
0,2011,Toyota,Highlander,74,79,68,78
0,2011,Toyota,Highlander Hybrid,74,79,68,78
0,2011,Toyota,Prius,69,85,59,75
0,2011,Toyota,RAV4,72,82,64,81
0,2011,Toyota,Sequoia,78,79,65,74
0,2011,Toyota,Sienna,73,75,70,77
0,2011,Toyota,Tacoma,67,75,56,89
0,2011,Toyota,Tundra 2WD Truck,79,81,57,89
0,2011,Toyota,Tundra 4WD Truck,79,81,57,89
0,2011,Toyota,Venza,75,82,66,76
0,2011,Volkswagen,CC,75,72,73,66
0,2011,Volkswagen,GTI,73,65,88,71
0,2011,Volkswagen,Golf,69,71,75,70
0,2011,Volkswagen,Jetta Sedan,68,74,72,71
0,2011,Volkswagen,Jetta SportWagen,68,74,72,71
0,2011,Volkswagen,Tiguan,67,68,81,69
0,2011,Volkswagen,Touareg,77,73,73,70
0,2011,Volvo,C30,74,73,67,70
0,2011,Volvo,C70,65,63,61,69
0,2011,Volvo,S60,79,77,75,68
0,2011,Volvo,S80,79,83,64,68
0,2011,Volvo,XC60,78,78,69,71
0,2011,Volvo,XC70,74,80,57,69
0,2011,Volvo,XC90,63,63,55,71
0,2010,Acura,MDX,77,74,69,73
0,2010,Acura,RDX,81,84,69,69
0,2010,Acura,TL,86,87,75,73
0,2010,Acura,TSX,79,78,69,74
0,2010,Audi,A6,85,90,69,67
0,2010,Audi,Q5,80,78,75,68
0,2010,BMW,1 Series,78,74,73,75
0,2010,BMW,3 Series,79,78,74,66
0,2010,BMW,5 Series,83,80,77,66
0,2010,BMW,5 Series Gran Turismo,83,80,77,66
0,2010,BMW,7 Series,85,81,76,65
0,2010,BMW,X5,79,74,76,67
0,2010,BMW,X5 M,79,74,76,67
0,2010,Buick,Enclave,73,74,75,69
0,2010,Buick,LaCrosse,81,85,65,73
0,2010,Buick,Lucerne,80,93,53,71
0,2010,Cadillac,CTS Sedan,83,87,68,68
0,2010,Cadillac,CTS Wagon,83,87,68,68
0,2010,Cadillac,CTS-V,83,87,68,68
0,2010,Cadillac,DTS,84,89,59,70
0,2010,Cadillac,Escalade ESV,72,59,73,93
0,2010,Cadillac,Escalade EXT,72,59,73,93
0,2010,Cadillac,SRX,73,73,63,71
0,2010,Chevrolet,Camaro,85,89,78,76
0,2010,Chevrolet,Cobalt,65,80,57,75
0,2010,Chevrolet,Colorado,66,82,52,77
0,2010,Chevrolet,Corvette,89,84,76,83
0,2010,Chevrolet,Equinox,69,71,75,73
0,2010,Chevrolet,HHR,66,75,65,75
0,2010,Chevrolet,Impala,71,85,42,70
0,2010,Chevrolet,Malibu,74,82,66,73
0,2010,Chevrolet,Malibu Hybrid,74,82,66,73
0,2010,Chevrolet,Silverado 1500,79,80,59,89
0,2010,Chevrolet,Silverado 1500 Hybrid,79,80,59,89
0,2010,Chevrolet,Suburban,73,73,60,77
0,2010,Chevrolet,Tahoe,80,82,61,84
0,2010,Chevrolet,Tahoe Hybrid,80,82,61,84
0,2010,Chevrolet,Traverse,71,74,71,72
0,2010,Chrysler,300,77,82,59,73
0,2010,Chrysler,PT Cruiser Classic,56,69,56,85
0,2010,Chrysler,Sebring,68,81,56,72
0,2010,Chrysler,Town and Country,62,70,60,69
0,2010,Dodge,Avenger,61,72,55,70
0,2010,Dodge,Challenger,80,78,76,84
0,2010,Dodge,Charger,67,66,57,75
0,2010,Dodge,Grand Caravan,56,66,54,69
0,2010,Dodge,Journey,48,48,59,67
0,2010,Dodge,Nitro,64,68,65,87
0,2010,Ford,Edge,76,79,73,73
0,2010,Ford,Escape,67,72,70,73
0,2010,Ford,Expedition,69,64,66,76
0,2010,Ford,Expedition EL,69,64,66,76
0,2010,Ford,Explorer,72,79,63,76
0,2010,Ford,Explorer Sport Trac,72,79,63,76
0,2010,Ford,F-150,82,79,70,86
0,2010,Ford,Flex,70,62,80,73
0,2010,Ford,Focus,70,84,65,68
0,2010,Ford,Fusion,81,87,74,72
0,2010,Ford,Mustang,83,87,76,74
0,2010,Ford,Ranger,68,88,45,85
0,2010,Ford,Super Duty F-250 SRW,73,73,54,90
0,2010,Ford,Super Duty F-350 DRW,73,73,54,90
0,2010,Ford,Taurus,85,84,78,69
0,2010,GMC,Acadia,74,78,71,71
0,2010,GMC,Canyon,59,73,49,76
0,2010,GMC,Sierra 1500,82,84,59,89
0,2010,GMC,Sierra 1500 Hybrid,82,84,59,89
0,2010,GMC,Terrain,73,74,78,73
0,2010,GMC,Yukon,78,81,61,78
0,2010,GMC,Yukon Hybrid,78,81,61,78
0,2010,Honda,Accord Crosstour,76,84,66,79
0,2010,Honda,Accord Sdn,76,84,66,79
0,2010,Honda,CR-V,74,87,63,81
0,2010,Honda,Civic Hybrid,71,81,65,77
0,2010,Honda,Civic Sdn,71,81,65,77
0,2010,Honda,Element,67,82,66,77
0,2010,Honda,Fit,63,73,68,77
0,2010,Honda,Insight,59,76,52,71
0,2010,Honda,Odyssey,70,72,69,74
0,2010,Honda,Pilot,76,78,73,74
0,2010,Honda,Ridgeline,76,82,67,79
0,2010,Hyundai,Elantra,63,72,62,74
0,2010,Hyundai,Elantra Touring,63,72,62,74
0,2010,Hyundai,Genesis,72,63,74,70
0,2010,Hyundai,Santa Fe,65,66,65,77
0,2010,Hyundai,Sonata,74,87,62,73
0,2010,Hyundai,Tucson,69,72,79,75
0,2010,Hyundai,Veracruz,68,71,70,65
0,2010,Jaguar,XF,76,69,77,67
0,2010,Jeep,Compass,56,67,65,71
0,2010,Jeep,Grand Cherokee,64,69,60,78
0,2010,Jeep,Liberty,61,69,62,74
0,2010,Jeep,Patriot,58,73,63,68
0,2010,Jeep,Wrangler,58,63,58,88
0,2010,Jeep,Wrangler Unlimited,58,63,58,88
0,2010,Kia,Forte,68,77,69,69
0,2010,Kia,Forte Koup,68,77,69,69
0,2010,Kia,Soul,66,74,65,79
0,2010,Lexus,IS 250,82,84,67,76
0,2010,Lexus,IS 250C,82,84,67,76
0,2010,Lexus,IS 350,82,84,67,76
0,2010,Lexus,IS 350C,82,84,67,76
0,2010,Lexus,IS F,82,84,67,76
0,2010,Lincoln,MKS,81,84,68,66
0,2010,Lincoln,MKT,78,72,74,72
0,2010,Lincoln,MKX,78,78,66,72
0,2010,Lincoln,MKZ,83,90,65,69
0,2010,Lincoln,Navigator,82,81,61,73
0,2010,Lincoln,Navigator L,82,81,61,73
0,2010,Mazda,CX-7,66,75,68,64
0,2010,Mazda,CX-9,77,83,73,67
0,2010,Mazda,MX-5 Miata,73,85,68,69
0,2010,Mazda,Mazda3,74,81,72,72
0,2010,Mazda,Mazda5,57,70,58,65
0,2010,Mazda,Mazda6,74,82,67,71
0,2010,Mercedes-Benz,C-Class,82,84,71,72
0,2010,Mercedes-Benz,E-Class,86,85,77,68
0,2010,Mercedes-Benz,GL-Class,78,74,66,69
0,2010,Mercedes-Benz,GLK-Class,76,75,69,71
0,2010,Mercedes-Benz,M-Class,80,79,71,70
0,2010,MINI,Cooper Clubman,71,74,78,65
0,2010,MINI,Cooper Convertible,71,74,78,65
0,2010,MINI,Cooper Hardtop,71,74,78,65
0,2010,Mitsubishi,Lancer,60,62,70,68
0,2010,Mitsubishi,Outlander,67,74,70,71
0,2010,Nissan,Altima,74,83,64,73
0,2010,Nissan,Armada,63,53,67,76
0,2010,Nissan,Frontier,68,80,54,82
0,2010,Nissan,Maxima,78,78,70,69
0,2010,Nissan,Murano,76,83,70,67
0,2010,Nissan,Pathfinder,61,67,59,71
0,2010,Nissan,Rogue,67,80,61,72
0,2010,Nissan,Sentra,63,76,61,70
0,2010,Nissan,Titan,72,70,59,85
0,2010,Nissan,Xterra,61,68,64,73
0,2010,Scion,tC,71,73,78,68
0,2010,Scion,xB,68,77,65,75
0,2010,Scion,xD,67,83,66,69
0,2010,Subaru,Forester,70,83,63,74
0,2010,Subaru,Impreza Sedan,60,67,62,75
0,2010,Subaru,Impreza Sedan WRX,60,67,62,75
0,2010,Subaru,Impreza Wagon,60,67,62,75
0,2010,Subaru,Impreza Wagon WRX,60,67,62,75
0,2010,Subaru,Legacy,70,76,64,76
0,2010,Toyota,4Runner,79,84,66,88
0,2010,Toyota,Avalon,82,90,60,74
0,2010,Toyota,Camry,72,84,58,78
0,2010,Toyota,Camry Hybrid,72,84,58,78
0,2010,Toyota,Corolla,65,80,55,80
0,2010,Toyota,FJ Cruiser,76,86,69,78
0,2010,Toyota,Highlander,74,84,62,78
0,2010,Toyota,Highlander Hybrid,74,84,62,78
0,2010,Toyota,Matrix,62,81,52,71
0,2010,Toyota,Prius,71,87,60,75
0,2010,Toyota,RAV4,73,89,60,81
0,2010,Toyota,Sequoia,78,78,66,74
0,2010,Toyota,Sienna,68,75,62,77
0,2010,Toyota,Tacoma,65,73,54,89
0,2010,Toyota,Tundra 2WD Truck,79,81,56,89
0,2010,Toyota,Tundra 4WD Truck,79,81,56,89
0,2010,Toyota,Venza,77,85,68,76
0,2010,Toyota,Yaris,64,80,63,72
0,2010,Volkswagen,CC,70,68,67,66
0,2010,Volkswagen,GTI,70,62,87,71
0,2010,Volkswagen,Golf,67,69,75,70
0,2010,Volkswagen,Jetta Sedan,64,68,70,71
0,2010,Volkswagen,Jetta SportWagen,64,68,70,71
0,2010,Volkswagen,Passat Sedan,70,73,71,69
0,2010,Volkswagen,Passat Wagon,70,73,71,69
0,2010,Volkswagen,Tiguan,72,74,84,69
0,2010,Volvo,C70,78,82,64,69
0,2010,Volvo,S40,69,72,56,70
0,2010,Volvo,S80,81,87,62,68
0,2010,Volvo,XC60,73,72,66,71
0,2010,Volvo,XC70,76,83,57,69
0,2010,Volvo,XC90,64,63,56,71
0,2009,Acura,MDX,75,74,64,73
0,2009,Acura,RDX,71,73,59,69
0,2009,Acura,TL,88,88,78,73
0,2009,Acura,TSX,76,75,67,74
0,2009,BMW,1 Series,69,61,71,75
0,2009,BMW,3 Series,76,74,74,66
0,2009,BMW,5 Series,81,81,73,66
0,2009,BMW,X5,73,63,78,67
0,2009,Buick,Enclave,76,75,78,69
0,2009,Buick,LaCrosse,73,83,48,73
0,2009,Buick,Lucerne,81,89,60,71
0,2009,Cadillac,CTS,86,85,81,68
0,2009,Cadillac,CTS-V,86,85,81,68
0,2009,Cadillac,DTS,85,89,60,70
0,2009,Cadillac,Escalade,84,77,72,73
0,2009,Cadillac,Escalade ESV,84,77,72,73
0,2009,Cadillac,Escalade EXT,84,77,72,73
0,2009,Cadillac,Escalade Hybrid,84,77,72,73
0,2009,Cadillac,STS,73,75,60,70
0,2009,Cadillac,STS-V,73,75,60,70
0,2009,Chevrolet,Cobalt,57,70,55,75
0,2009,Chevrolet,Colorado,58,73,48,77
0,2009,Chevrolet,Corvette,90,86,77,83
0,2009,Chevrolet,Equinox,72,87,62,73
0,2009,Chevrolet,HHR,66,75,64,75
0,2009,Chevrolet,Impala,72,83,46,70
0,2009,Chevrolet,Impala Police,72,83,46,70
0,2009,Chevrolet,Malibu,73,80,67,73
0,2009,Chevrolet,Silverado 1500,75,78,51,89
0,2009,Chevrolet,Silverado 1500 Hybrid,75,78,51,89
0,2009,Chevrolet,Suburban,73,70,65,77
0,2009,Chevrolet,Tahoe,76,74,64,84
0,2009,Chevrolet,Tahoe Hybrid,76,74,64,84
0,2009,Chevrolet,TrailBlazer,71,76,62,85
0,2009,Chevrolet,Traverse,74,78,72,72
0,2009,Chrysler,300,75,80,59,73
0,2009,Chrysler,Sebring,63,75,55,72
0,2009,Chrysler,Town and Country,53,54,61,69
0,2009,Dodge,Avenger,65,74,60,70
0,2009,Dodge,Caliber,61,75,58,67
0,2009,Dodge,Challenger,85,81,82,84
0,2009,Dodge,Charger,79,82,64,75
0,2009,Dodge,Grand Caravan,53,61,53,69
0,2009,Dodge,Grand Caravan Cargo Van,53,61,53,69
0,2009,Dodge,Journey,43,41,58,67
0,2009,Ford,Edge,77,80,73,73
0,2009,Ford,Escape,67,76,67,73
0,2009,Ford,Expedition EL,70,65,76,93
0,2009,Ford,Explorer,76,84,67,76
0,2009,Ford,F-150,82,78,71,86
0,2009,Ford,Flex,73,65,82,73
0,2009,Ford,Fusion,78,87,69,72
0,2009,Ford,Mustang,79,84,71,74
0,2009,Ford,Ranger,67,86,45,85
0,2009,Ford,Super Duty F-250 SRW,75,74,56,90
0,2009,Ford,Super Duty F-350 DRW,75,74,56,90
0,2009,Ford,Super Duty F-350 SRW,75,74,56,90
0,2009,Ford,Taurus,76,85,54,69
0,2009,Ford,Taurus X,74,77,66,85
0,2009,GMC,Acadia,65,65,69,71
0,2009,GMC,Canyon,66,79,55,76
0,2009,GMC,Envoy,75,82,64,84
0,2009,GMC,Sierra 1500,76,75,59,89
0,2009,GMC,Sierra 1500 Hybrid,76,75,59,89
0,2009,GMC,Yukon,78,77,66,78
0,2009,GMC,Yukon Denali,78,77,66,78
0,2009,GMC,Yukon Hybrid,78,77,66,78
0,2009,GMC,Yukon XL,78,77,66,78
0,2009,GMC,Yukon XL Denali,78,77,66,78
0,2009,Honda,Accord Sdn,75,77,70,79
0,2009,Honda,CR-V,74,84,67,81
0,2009,Honda,Civic Hybrid,71,81,67,77
0,2009,Honda,Civic Sdn,71,81,67,77
0,2009,Honda,Fit,69,81,68,77
0,2009,Honda,Odyssey,72,70,74,74
0,2009,Honda,Pilot,70,67,75,74
0,2009,Honda,Ridgeline,80,85,70,79
0,2009,Hyundai,Azera,76,80,62,68
0,2009,Hyundai,Genesis,91,90,80,70
0,2009,Hyundai,Sonata,68,78,60,73
0,2009,Jaguar,XF,75,65,78,67
0,2009,Jeep,Compass,59,75,63,71
0,2009,Jeep,Grand Cherokee,68,74,63,78
0,2009,Jeep,Liberty,55,62,60,74
0,2009,Jeep,Patriot,58,72,63,68
0,2009,Jeep,Wrangler,57,62,57,88
0,2009,Jeep,Wrangler Unlimited,57,62,57,88
0,2009,Kia,Borrego,69,72,69,71
0,2009,Lexus,IS 250,87,87,76,76
0,2009,Lexus,IS 350,87,87,76,76
0,2009,Lexus,IS F,87,87,76,76
0,2009,Lincoln,MKS,76,74,70,66
0,2009,Lincoln,MKX,83,87,66,72
0,2009,Lincoln,MKZ,82,90,61,69
0,2009,Mazda,CX-7,70,79,71,64
0,2009,Mazda,Mazda3,67,70,72,72
0,2009,Mazda,Mazda5,47,55,57,65
0,2009,Mazda,Mazda6,73,75,72,71
0,2009,Mercedes-Benz,C-Class,85,85,74,72
0,2009,Mercedes-Benz,CLK-Class,69,65,64,71
0,2009,Mercedes-Benz,E-Class,85,90,69,68
0,2009,Mercedes-Benz,M-Class,80,79,71,70
0,2009,MINI,Cooper Clubman,69,71,78,65
0,2009,MINI,Cooper Convertible,69,71,78,65
0,2009,MINI,Cooper Hardtop,69,71,78,65
0,2009,Mitsubishi,Galant,69,85,55,72
0,2009,Mitsubishi,Lancer,64,66,73,68
0,2009,Mitsubishi,Outlander,65,74,65,71
0,2009,Nissan,Altima,70,75,66,73
0,2009,Nissan,Frontier,72,87,54,82
0,2009,Nissan,Maxima,79,79,70,69
0,2009,Nissan,Murano,76,84,70,67
0,2009,Nissan,Rogue,59,67,63,72
0,2009,Nissan,Sentra,63,75,60,70
0,2009,Nissan,Titan,70,65,61,85
0,2009,Nissan,Xterra,60,64,66,73
0,2009,Porsche,911,89,88,78,69
0,2009,Saturn,VUE Hybrid,58,70,74,93
0,2009,Scion,xB,73,85,65,75
0,2009,Subaru,Forester,65,74,64,74
0,2009,Subaru,Impreza Sedan,62,69,63,75
0,2009,Subaru,Impreza Sedan WRX,62,69,63,75
0,2009,Subaru,Impreza Wagon,62,69,63,75
0,2009,Subaru,Impreza Wagon WRX,62,69,63,75
0,2009,Subaru,Legacy,66,74,60,76
0,2009,Toyota,Avalon,82,86,65,74
0,2009,Toyota,Camry,73,84,60,78
0,2009,Toyota,Camry Hybrid,73,84,60,78
0,2009,Toyota,Corolla,72,87,60,80
0,2009,Toyota,Highlander,77,83,69,78
0,2009,Toyota,Highlander Hybrid,77,83,69,78
0,2009,Toyota,Matrix,67,81,61,71
0,2009,Toyota,Prius,75,90,64,75
0,2009,Toyota,RAV4,73,81,68,81
0,2009,Toyota,Sienna,74,80,67,77
0,2009,Toyota,Tacoma,69,78,56,89
0,2009,Toyota,Tundra 2WD Truck,81,83,59,89
0,2009,Toyota,Tundra 4WD Truck,81,83,59,89
0,2009,Toyota,Venza,80,82,76,76
0,2009,Toyota,Yaris,69,86,67,72
0,2009,Volkswagen,CC,79,74,83,66
0,2009,Volkswagen,Eos,63,59,78,69
0,2009,Volkswagen,GTI,71,63,87,71
0,2009,Volkswagen,Jetta Sedan,71,72,77,71
0,2009,Volkswagen,Jetta SportWagen,71,72,77,71
0,2009,Volkswagen,New Beetle Convertible,69,76,71,70
0,2009,Volkswagen,New Beetle Coupe,69,76,71,70
0,2009,Volkswagen,Passat Sedan,72,71,75,69
0,2009,Volkswagen,Passat Wagon,72,71,75,69
0,2009,Volkswagen,Rabbit,71,76,73,70
0,2009,Volkswagen,Routan,40,25,69,67
0,2009,Volkswagen,Tiguan,70,67,86,69
0,2009,Volvo,S80,77,84,59,68
0,2008,Acura,MDX,79,80,66,73
0,2008,Acura,RDX,71,74,57,69
0,2008,Acura,RL,85,89,69,69
0,2008,Acura,TL,81,82,70,73
0,2008,Acura,TSX,79,82,63,74
0,2008,Audi,A3,60,53,62,69
0,2008,Audi,A6,77,75,71,67
0,2008,Audi,Q7,72,64,72,70
0,2008,Audi,TT,69,59,68,83
0,2008,BMW,3 Series,74,70,75,66
0,2008,BMW,5 Series,78,71,78,66
0,2008,BMW,7 Series,84,79,75,65
0,2008,BMW,X3,76,78,66,66
0,2008,BMW,X5,70,61,73,67
0,2008,Buick,Enclave,71,69,76,69
0,2008,Buick,LaCrosse,74,86,45,73
0,2008,Buick,Lucerne,74,88,44,71
0,2008,Cadillac,CTS,80,81,72,68
0,2008,Cadillac,DTS,85,88,62,70
0,2008,Cadillac,Escalade,72,65,62,73
0,2008,Cadillac,Escalade ESV,72,65,62,73
0,2008,Cadillac,Escalade EXT,72,65,62,73
0,2008,Cadillac,SRX,77,79,64,71
0,2008,Cadillac,STS,76,76,65,70
0,2008,Cadillac,STS-V,76,76,65,70
0,2008,Chevrolet,Cobalt,58,72,53,75
0,2008,Chevrolet,Colorado,48,59,44,77
0,2008,Chevrolet,Corvette,85,79,74,83
0,2008,Chevrolet,Equinox,58,69,57,73
0,2008,Chevrolet,HHR,55,59,61,75
0,2008,Chevrolet,Impala,71,84,44,70
0,2008,Chevrolet,Impala Police,71,84,44,70
0,2008,Chevrolet,Malibu,68,65,74,73
0,2008,Chevrolet,Malibu Classic,68,65,74,73
0,2008,Chevrolet,Silverado 1500,75,74,57,89
0,2008,Chevrolet,Silverado 2500HD,75,75,56,90
0,2008,Chevrolet,Suburban,68,65,62,77
0,2008,Chevrolet,Tahoe,75,72,64,84
0,2008,Chevrolet,Tahoe Hybrid,75,72,64,84
0,2008,Chevrolet,Tahoe Police,75,72,64,84
0,2008,Chevrolet,Tahoe Special Service Veh,75,72,64,84
0,2008,Chevrolet,TrailBlazer,72,80,59,85
0,2008,Chrysler,300,73,76,59,73
0,2008,Chrysler,Aspen,71,71,72,72
0,2008,Chrysler,Pacifica,64,71,61,72
0,2008,Chrysler,Sebring,60,66,59,72
0,2008,Chrysler,Town and Country,53,52,64,69
0,2008,Dodge,Avenger,53,53,61,70
0,2008,Dodge,Caliber,56,65,60,67
0,2008,Dodge,Charger,70,67,63,75
0,2008,Dodge,Durango,66,71,61,79
0,2008,Dodge,Grand Caravan,52,53,60,69
0,2008,Dodge,Grand Caravan Cargo Van,52,53,60,69
0,2008,Dodge,Nitro,65,72,61,87
0,2008,Ford,Edge,78,83,72,73
0,2008,Ford,Escape,64,73,63,73
0,2008,Ford,Expedition,66,64,59,76
0,2008,Ford,Expedition EL,66,64,59,76
0,2008,Ford,Explorer,65,71,61,76
0,2008,Ford,Explorer Sport Trac,65,71,61,76
0,2008,Ford,F-150,77,80,55,86
0,2008,Ford,Fusion,77,87,65,72
0,2008,Ford,Mustang,80,84,74,74
0,2008,Ford,Ranger,59,76,42,85
0,2008,Ford,Taurus X,72,77,64,85
0,2008,GMC,Acadia,58,52,70,71
0,2008,GMC,Canyon,55,69,45,76
0,2008,GMC,Envoy,72,80,61,84
0,2008,GMC,Sierra 1500,73,69,60,89
0,2008,GMC,Sierra 2500HD,74,73,56,90
0,2008,GMC,Sierra Denali,73,69,60,89
0,2008,GMC,Yukon,73,71,64,78
0,2008,GMC,Yukon Denali,73,71,64,78
0,2008,GMC,Yukon Hybrid,73,71,64,78
0,2008,GMC,Yukon XL,73,71,64,78
0,2008,GMC,Yukon XL Denali,73,71,64,78
0,2008,Honda,Accord Sdn,70,72,69,79
0,2008,Honda,CR-V,75,90,62,81
0,2008,Honda,Civic Cpe,66,73,66,77
0,2008,Honda,Civic Hybrid,66,73,66,77
0,2008,Honda,Civic Sdn,66,73,66,77
0,2008,Honda,Element,68,78,71,77
0,2008,Honda,Odyssey,65,64,70,74
0,2008,Honda,Pilot,73,81,66,74
0,2008,Honda,Ridgeline,72,77,66,79
0,2008,Hyundai,Santa Fe,78,84,70,77
0,2008,Hyundai,Tucson,64,77,66,75
0,2008,Hyundai,Veracruz,68,67,74,65
0,2008,INFINITI,QX56,71,63,62,72
0,2008,Jeep,Commander,62,68,59,77
0,2008,Jeep,Compass,56,72,59,71
0,2008,Jeep,Grand Cherokee,65,72,60,78
0,2008,Jeep,Liberty,55,60,61,74
0,2008,Jeep,Patriot,55,67,64,68
0,2008,Jeep,Wrangler,44,44,54,88
0,2008,Kia,Sportage,62,74,66,74
0,2008,Land Rover,LR2,72,74,61,66
0,2008,Land Rover,Range Rover Sport,63,51,71,69
0,2008,Lexus,IS 250,80,76,76,76
0,2008,Lexus,IS 350,80,76,76,76
0,2008,Lexus,IS F,80,76,76,76
0,2008,Lincoln,MKX,77,81,60,72
0,2008,Lincoln,Navigator,81,78,65,73
0,2008,Lincoln,Navigator L,81,78,65,73
0,2008,Mazda,CX-7,63,66,72,64
0,2008,Mazda,CX-9,66,62,75,67
0,2008,Mazda,Mazda3,64,66,72,72
0,2008,Mazda,Mazda6,70,78,64,71
0,2008,Mazda,Tribute,56,64,60,70
0,2008,Mercedes-Benz,C-Class,79,78,71,72
0,2008,Mercedes-Benz,CLK-Class,84,86,73,71
0,2008,Mercedes-Benz,E-Class,81,81,71,68
0,2008,Mercedes-Benz,GL-Class,75,71,64,69
0,2008,Mercedes-Benz,M-Class,77,76,68,70
0,2008,Mercedes-Benz,R-Class,72,67,67,70
0,2008,Mercedes-Benz,S-Class,93,86,86,66
0,2008,Mercury,Mariner,68,78,65,74
0,2008,Mercury,Milan,80,92,66,74
0,2008,Mercury,Mountaineer,70,76,66,74
0,2008,MINI,Cooper Clubman,62,57,81,65
0,2008,MINI,Cooper Convertible,62,57,81,65
0,2008,MINI,Cooper Hardtop,62,57,81,65
0,2008,Mitsubishi,Eclipse,66,72,65,68
0,2008,Mitsubishi,Lancer,57,56,71,68
0,2008,Nissan,Altima,64,66,66,73
0,2008,Nissan,Armada,65,55,70,76
0,2008,Nissan,Frontier,61,72,51,82
0,2008,Nissan,Maxima,69,72,57,69
0,2008,Nissan,Pathfinder,62,67,61,71
0,2008,Nissan,Quest,57,54,68,67
0,2008,Nissan,Rogue,62,66,68,72
0,2008,Nissan,Sentra,62,69,66,70
0,2008,Nissan,Titan,62,54,59,85
0,2008,Nissan,Xterra,58,65,62,73
0,2008,Porsche,911,90,93,73,69
0,2008,Porsche,Cayenne,78,70,77,69
0,2008,Saab,9-3,74,76,63,69
0,2008,Subaru,Forester,66,86,53,74
0,2008,Subaru,Impreza Sedan,55,59,62,75
0,2008,Subaru,Impreza Wagon,55,59,62,75
0,2008,Subaru,Legacy,62,70,58,76
0,2008,Subaru,Tribeca,64,71,63,66
0,2008,Suzuki,Grand Vitara,57,62,64,71
0,2008,Toyota,4Runner,80,85,68,88
0,2008,Toyota,Avalon,76,81,58,74
0,2008,Toyota,Camry,72,80,62,78
0,2008,Toyota,Camry Hybrid,72,80,62,78
0,2008,Toyota,Corolla,63,77,56,80
0,2008,Toyota,FJ Cruiser,75,82,71,78
0,2008,Toyota,Highlander,77,82,70,78
0,2008,Toyota,Highlander Hybrid,77,82,70,78
0,2008,Toyota,Matrix,62,77,56,71
0,2008,Toyota,Prius,73,86,64,75
0,2008,Toyota,RAV4,73,83,67,81
0,2008,Toyota,Sequoia,75,70,72,74
0,2008,Toyota,Sienna,70,74,66,77
0,2008,Toyota,Tacoma,75,83,60,89
0,2008,Toyota,Tundra 4WD Truck,83,81,66,89
0,2008,Volkswagen,Eos,45,34,73,69
0,2008,Volkswagen,GTI,67,57,85,71
0,2008,Volkswagen,Jetta Sedan,68,70,76,71
0,2008,Volkswagen,New Beetle Convertible,61,63,71,70
0,2008,Volkswagen,New Beetle Coupe,61,63,71,70
0,2008,Volkswagen,Passat Sedan,68,62,78,69
0,2008,Volkswagen,Passat Wagon,68,62,78,69
0,2008,Volvo,C30,72,69,67,70
0,2008,Volvo,C70,67,68,58,69
0,2008,Volvo,S40,76,79,63,70
0,2008,Volvo,S60,69,75,51,68
0,2008,Volvo,S80,77,79,66,68
0,2008,Volvo,XC70,77,83,58,69
0,2008,Volvo,XC90,65,65,57,71
0,2007,Acura,MDX,78,74,70,73
0,2007,Acura,RDX,76,77,65,69
0,2007,Acura,TL,76,72,72,73
0,2007,Acura,TSX,81,81,69,74
0,2007,Audi,A3,63,56,66,69
0,2007,Audi,A4,69,64,68,68
0,2007,Audi,A6,83,85,71,67
0,2007,Audi,Q7,71,60,75,70
0,2007,BMW,3 Series,76,67,84,66
0,2007,BMW,5 Series,80,78,73,66
0,2007,BMW,6 Series,84,79,81,67
0,2007,BMW,7 Series,87,79,84,65
0,2007,BMW,X3,68,65,65,66
0,2007,BMW,X5,68,56,76,67
0,2007,BMW,Z4,79,80,62,82
0,2007,Buick,LaCrosse,74,89,42,73
0,2007,Buick,Rainier,72,80,66,71
0,2007,Buick,Rendezvous,64,72,59,71
0,2007,Cadillac,CTS,75,79,61,68
0,2007,Cadillac,Escalade,71,61,65,73
0,2007,Cadillac,Escalade ESV,71,61,65,73
0,2007,Cadillac,Escalade EXT,71,61,65,73
0,2007,Cadillac,SRX,72,72,64,71
0,2007,Cadillac,STS-V,77,81,60,70
0,2007,Chevrolet,Cobalt,60,72,56,75
0,2007,Chevrolet,Colorado,50,58,49,77
0,2007,Chevrolet,Corvette,85,78,76,83
0,2007,Chevrolet,Express Passenger,47,65,17,61
0,2007,Chevrolet,Malibu,63,74,57,73
0,2007,Chevrolet,Malibu Maxx,63,74,57,73
